Format Version,1.21,Take Name,Take 2020-08-25 04.42.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-25 04.42.30 PM,Total Frames in Take,27713,Total Exported Frames,27713,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
26466,220.550000,0.083478,0.015629,-0.065573,0.092885,0.244052,0.013624
26467,220.558333,0.083480,0.015632,-0.065573,0.092888,0.244055,0.013625
26468,220.566667,0.083480,0.015632,-0.065571,0.092890,0.244057,0.013620
26469,220.575000,0.083478,0.015631,-0.065576,0.092892,0.244057,0.013614
26470,220.583333,0.083480,0.015629,-0.065572,0.092892,0.244056,0.013610
26471,220.591667,0.083479,0.015631,-0.065570,0.092891,0.244054,0.013618
26472,220.600000,0.083477,0.015631,-0.065573,0.092887,0.244052,0.013628
26473,220.608333,0.083478,0.015633,-0.065567,0.092884,0.244051,0.013632
26474,220.616667,0.083477,0.015633,-0.065568,0.092887,0.244054,0.013628
26475,220.625000,0.083476,0.015631,-0.065562,0.092889,0.244057,0.013612
26476,220.633333,0.083478,0.015629,-0.065578,0.092891,0.244055,0.013615
26477,220.641667,0.083479,0.015631,-0.065574,0.092891,0.244056,0.013613
26478,220.650000,0.083479,0.015633,-0.065569,0.092891,0.244056,0.013621
26479,220.658333,0.083477,0.015631,-0.065568,0.092887,0.244055,0.013620
26480,220.666667,0.083477,0.015631,-0.065568,0.092887,0.244055,0.013620
26481,220.675000,0.083478,0.015629,-0.065573,0.092886,0.244054,0.013619
26482,220.683333,0.083476,0.015630,-0.065563,0.092886,0.244052,0.013625
26483,220.691667,0.083479,0.015633,-0.065567,0.092890,0.244062,0.013608
26484,220.700000,0.083480,0.015633,-0.065568,0.092891,0.244060,0.013608
26485,220.708333,0.083479,0.015631,-0.065566,0.092892,0.244055,0.013620
26486,220.716667,0.083480,0.015629,-0.065576,0.092892,0.244053,0.013616
26487,220.725000,0.083478,0.015630,-0.065569,0.092889,0.244059,0.013607
26488,220.733333,0.083479,0.015632,-0.065576,0.092885,0.244054,0.013626
26489,220.741667,0.083477,0.015633,-0.065567,0.092884,0.244055,0.013623
26490,220.750000,0.083476,0.015630,-0.065569,0.092887,0.244055,0.013619
26491,220.758333,0.083479,0.015629,-0.065573,0.092888,0.244054,0.013616
26492,220.766667,0.083480,0.015631,-0.065572,0.092890,0.244053,0.013621
26493,220.775000,0.083479,0.015630,-0.065561,0.092891,0.244053,0.013623
26494,220.783333,0.083480,0.015632,-0.065569,0.092892,0.244055,0.013623
26495,220.791667,0.083479,0.015631,-0.065578,0.092889,0.244055,0.013623
26496,220.800000,0.083477,0.015631,-0.065571,0.092886,0.244055,0.013619
26497,220.808333,0.083476,0.015630,-0.065571,0.092886,0.244054,0.013618
26498,220.816667,0.083476,0.015630,-0.065567,0.092887,0.244055,0.013619
26499,220.825000,0.083478,0.015632,-0.065571,0.092889,0.244057,0.013616
26500,220.833333,0.083479,0.015633,-0.065571,0.092891,0.244054,0.013620
26501,220.841667,0.083481,0.015632,-0.065581,0.092891,0.244054,0.013624
26502,220.850000,0.083481,0.015629,-0.065588,0.092890,0.244061,0.013604
26503,220.858333,0.083477,0.015607,-0.065551,0.092893,0.244050,0.013634
26504,220.866667,0.083463,0.015515,-0.065595,0.092885,0.244056,0.013638
26505,220.875000,0.083468,0.015406,-0.065669,0.092889,0.244075,0.013632
26506,220.883333,0.083484,0.015283,-0.065726,0.092884,0.244047,0.013621
26507,220.891667,0.083473,0.015200,-0.065714,0.092886,0.244037,0.013634
26508,220.900000,0.083457,0.015084,-0.065725,0.092891,0.244053,0.013653
26509,220.908333,0.083456,0.014861,-0.065908,0.092889,0.244054,0.013589
26510,220.916667,0.083446,0.014672,-0.065936,0.092878,0.244055,0.013623
26511,220.925000,0.083458,0.014551,-0.065975,0.092891,0.244074,0.013620
26512,220.933333,0.083474,0.014400,-0.066016,0.092904,0.244060,0.013598
26513,220.941667,0.083441,0.014232,-0.066120,0.092883,0.244063,0.013590
26514,220.950000,0.083438,0.014050,-0.066133,0.092895,0.244060,0.013625
26515,220.958333,0.083441,0.013868,-0.066228,0.092899,0.244052,0.013607
26516,220.966667,0.083420,0.013729,-0.066258,0.092884,0.244061,0.013610
26517,220.975000,0.083435,0.013562,-0.066339,0.092885,0.244045,0.013621
26518,220.983333,0.083425,0.013427,-0.066346,0.092892,0.244052,0.013642
26519,220.991667,0.083411,0.013292,-0.066340,0.092884,0.244052,0.013670
26520,221.000000,0.083392,0.013129,-0.066439,0.092877,0.244045,0.013625
26521,221.008333,0.083395,0.012975,-0.066588,0.092882,0.244063,0.013575
26522,221.016667,0.083368,0.012822,-0.066560,0.092874,0.244041,0.013624
26523,221.025000,0.083404,0.012683,-0.066684,0.092898,0.244059,0.013553
26524,221.033333,0.083382,0.012588,-0.066681,0.092891,0.244065,0.013597
26525,221.041667,,,,,,
26526,221.050000,0.083370,0.012307,-0.066803,0.092901,0.244067,0.013575
26527,221.058333,0.083346,0.012179,-0.066806,0.092881,0.244055,0.013607
26528,221.066667,0.083340,0.012068,-0.066861,0.092883,0.244063,0.013625
26529,221.075000,0.083348,0.011939,-0.066898,0.092896,0.244058,0.013597
26530,221.083333,0.083326,0.011830,-0.066955,0.092884,0.244058,0.013598
26531,221.091667,0.083316,0.011716,-0.066945,0.092881,0.244050,0.013637
26532,221.100000,0.083322,0.011576,-0.067026,0.092889,0.244031,0.013628
26533,221.108333,0.083306,0.011482,-0.067027,0.092882,0.244049,0.013630
26534,221.116667,0.083308,0.011397,-0.067107,0.092881,0.244073,0.013625
26535,221.125000,0.083306,0.011282,-0.067090,0.092892,0.244063,0.013630
26536,221.133333,0.083287,0.011178,-0.067160,0.092891,0.244065,0.013603
26537,221.141667,0.083281,0.011069,-0.067142,0.092889,0.244037,0.013668
26538,221.150000,0.083282,0.010951,-0.067261,0.092894,0.244043,0.013623
26539,221.158333,0.083257,0.010863,-0.067288,0.092885,0.244064,0.013612
26540,221.166667,0.083259,0.010758,-0.067306,0.092889,0.244054,0.013618
26541,221.175000,0.083254,0.010679,-0.067339,0.092891,0.244067,0.013616
26542,221.183333,0.083241,0.010585,-0.067322,0.092883,0.244049,0.013669
26543,221.191667,0.083231,0.010459,-0.067419,0.092891,0.244054,0.013612
26544,221.200000,0.083237,0.010377,-0.067458,0.092891,0.244064,0.013612
26545,221.208333,0.083202,0.010278,-0.067427,0.092873,0.244038,0.013649
26546,221.216667,0.083233,0.010174,-0.067508,0.092900,0.244046,0.013608
26547,221.225000,0.083219,0.010097,-0.067527,0.092890,0.244053,0.013618
26548,221.233333,0.083211,0.010013,-0.067609,0.092885,0.244070,0.013587
26549,221.241667,0.083215,0.009909,-0.067634,0.092895,0.244056,0.013589
26550,221.250000,0.083209,0.009823,-0.067673,0.092885,0.244060,0.013580
26551,221.258333,0.083197,0.009746,-0.067651,0.092882,0.244051,0.013630
26552,221.266667,0.083208,0.009669,-0.067700,0.092894,0.244066,0.013591
26553,221.275000,0.083203,0.009593,-0.067774,0.092900,0.244072,0.013572
26554,221.283333,0.083185,0.009514,-0.067729,0.092885,0.244051,0.013633
26555,221.291667,0.083207,0.009415,-0.067801,0.092896,0.244039,0.013625
26556,221.300000,0.083187,0.009349,-0.067804,0.092884,0.244052,0.013630
26557,221.308333,0.083184,0.009298,-0.067830,0.092885,0.244074,0.013638
26558,221.316667,0.083193,0.009209,-0.067824,0.092892,0.244056,0.013639
26559,221.325000,0.083174,0.009148,-0.067823,0.092882,0.244053,0.013658
26560,221.333333,0.083175,0.009071,-0.067844,0.092888,0.244041,0.013653
26561,221.341667,0.083181,0.008984,-0.067929,0.092890,0.244028,0.013633
26562,221.350000,0.083165,0.008942,-0.067951,0.092880,0.244043,0.013640
26563,221.358333,0.083173,0.008884,-0.067984,0.092890,0.244051,0.013620
26564,221.366667,0.083177,0.008835,-0.068007,0.092893,0.244059,0.013619
26565,221.375000,0.083170,0.008788,-0.068036,0.092888,0.244066,0.013607
26566,221.383333,0.083175,0.008733,-0.068047,0.092894,0.244059,0.013595
26567,221.391667,0.083176,0.008700,-0.068012,0.092897,0.244047,0.013628
26568,221.400000,0.083162,0.008680,-0.068035,0.092890,0.244060,0.013624
26569,221.408333,0.083172,0.008642,-0.068036,0.092896,0.244052,0.013633
26570,221.416667,0.083160,0.008630,-0.068055,0.092892,0.244063,0.013619
26571,221.425000,0.083157,0.008600,-0.068026,0.092881,0.244038,0.013642
26572,221.433333,0.083159,0.008586,-0.068066,0.092883,0.244043,0.013620
26573,221.441667,0.083153,0.008591,-0.068054,0.092881,0.244060,0.013628
26574,221.450000,0.083165,0.008575,-0.068068,0.092888,0.244048,0.013634
26575,221.458333,0.083159,0.008586,-0.068034,0.092889,0.244067,0.013634
26576,221.466667,0.083169,0.008559,-0.068088,0.092893,0.244050,0.013610
26577,221.475000,0.083159,0.008551,-0.068065,0.092891,0.244037,0.013623
26578,221.483333,0.083175,0.008565,-0.068111,0.092902,0.244065,0.013598
26579,221.491667,0.083158,0.008566,-0.068057,0.092885,0.244056,0.013627
26580,221.500000,0.083165,0.008570,-0.068080,0.092887,0.244065,0.013625
26581,221.508333,0.083163,0.008562,-0.068069,0.092890,0.244054,0.013627
26582,221.516667,0.083155,0.008554,-0.068063,0.092883,0.244045,0.013624
26583,221.525000,0.083166,0.008548,-0.068083,0.092891,0.244045,0.013618
26584,221.533333,0.083162,0.008562,-0.068059,0.092890,0.244057,0.013628
26585,221.541667,0.083169,0.008562,-0.068089,0.092892,0.244059,0.013633
26586,221.550000,0.083164,0.008549,-0.068061,0.092893,0.244052,0.013629
26587,221.558333,0.083164,0.008542,-0.068084,0.092890,0.244048,0.013627
26588,221.566667,0.083161,0.008533,-0.068074,0.092886,0.244043,0.013623
26589,221.575000,0.083163,0.008540,-0.068087,0.092888,0.244055,0.013620
26590,221.583333,0.083165,0.008547,-0.068076,0.092888,0.244061,0.013632
26591,221.591667,0.083163,0.008537,-0.068072,0.092890,0.244052,0.013633
26592,221.600000,0.083167,0.008530,-0.068096,0.092892,0.244048,0.013625
26593,221.608333,0.083166,0.008529,-0.068077,0.092891,0.244049,0.013619
26594,221.616667,0.083162,0.008528,-0.068083,0.092890,0.244050,0.013626
26595,221.625000,0.083168,0.008537,-0.068087,0.092892,0.244058,0.013626
26596,221.633333,0.083166,0.008539,-0.068078,0.092888,0.244060,0.013626
26597,221.641667,0.083160,0.008526,-0.068064,0.092884,0.244046,0.013634
26598,221.650000,0.083167,0.008526,-0.068101,0.092888,0.244055,0.013612
26599,221.658333,0.083162,0.008532,-0.068075,0.092891,0.244055,0.013622
26600,221.666667,0.083166,0.008527,-0.068076,0.092893,0.244052,0.013625
26601,221.675000,0.083167,0.008533,-0.068076,0.092894,0.244057,0.013629
26602,221.683333,0.083166,0.008530,-0.068080,0.092892,0.244058,0.013618
26603,221.691667,0.083163,0.008524,-0.068074,0.092885,0.244047,0.013628
26604,221.700000,0.083163,0.008525,-0.068085,0.092886,0.244058,0.013612
26605,221.708333,0.083164,0.008525,-0.068086,0.092886,0.244052,0.013627
26606,221.716667,0.083166,0.008524,-0.068075,0.092890,0.244051,0.013633
26607,221.725000,0.083167,0.008525,-0.068093,0.092891,0.244055,0.013627
26608,221.733333,0.083167,0.008519,-0.068094,0.092891,0.244053,0.013614
26609,221.741667,0.083167,0.008520,-0.068091,0.092891,0.244046,0.013633
26610,221.750000,0.083166,0.008522,-0.068082,0.092890,0.244056,0.013626
26611,221.758333,0.083165,0.008521,-0.068093,0.092890,0.244057,0.013615
26612,221.766667,0.083165,0.008520,-0.068083,0.092887,0.244053,0.013629
26613,221.775000,0.083166,0.008519,-0.068089,0.092886,0.244050,0.013632
26614,221.783333,0.083165,0.008516,-0.068092,0.092888,0.244050,0.013625
26615,221.791667,0.083167,0.008520,-0.068089,0.092892,0.244057,0.013613
26616,221.800000,0.083168,0.008517,-0.068090,0.092894,0.244054,0.013626
26617,221.808333,0.083169,0.008517,-0.068098,0.092891,0.244053,0.013627
26618,221.816667,0.083167,0.008515,-0.068086,0.092890,0.244055,0.013620
26619,221.825000,0.083164,0.008515,-0.068093,0.092887,0.244052,0.013621
26620,221.833333,0.083164,0.008515,-0.068091,0.092884,0.244049,0.013634
26621,221.841667,0.083166,0.008517,-0.068096,0.092888,0.244057,0.013623
26622,221.850000,0.083168,0.008513,-0.068096,0.092890,0.244052,0.013625
26623,221.858333,0.083167,0.008512,-0.068095,0.092893,0.244052,0.013622
26624,221.866667,0.083167,0.008512,-0.068091,0.092893,0.244057,0.013615
26625,221.875000,0.083167,0.008513,-0.068096,0.092891,0.244050,0.013626
26626,221.883333,0.083167,0.008511,-0.068094,0.092888,0.244054,0.013625
26627,221.891667,0.083165,0.008512,-0.068088,0.092886,0.244056,0.013620
26628,221.900000,0.083168,0.008509,-0.068092,0.092886,0.244054,0.013622
26629,221.908333,0.083167,0.008508,-0.068099,0.092889,0.244052,0.013624
26630,221.916667,0.083167,0.008509,-0.068086,0.092890,0.244053,0.013622
26631,221.925000,0.083168,0.008508,-0.068088,0.092892,0.244055,0.013618
26632,221.933333,0.083170,0.008508,-0.068089,0.092892,0.244051,0.013628
26633,221.941667,0.083169,0.008508,-0.068093,0.092892,0.244054,0.013625
26634,221.950000,0.083166,0.008505,-0.068093,0.092888,0.244053,0.013621
26635,221.958333,0.083167,0.008506,-0.068098,0.092887,0.244056,0.013617
26636,221.966667,0.083167,0.008506,-0.068092,0.092887,0.244053,0.013626
26637,221.975000,0.083167,0.008507,-0.068087,0.092891,0.244057,0.013619
26638,221.983333,0.083170,0.008507,-0.068099,0.092892,0.244055,0.013621
26639,221.991667,0.083169,0.008501,-0.068109,0.092892,0.244055,0.013614
26640,222.000000,0.083169,0.008502,-0.068089,0.092892,0.244048,0.013631
26641,222.008333,0.083169,0.008505,-0.068103,0.092890,0.244053,0.013625
26642,222.016667,0.083168,0.008504,-0.068103,0.092888,0.244054,0.013623
26643,222.025000,0.083166,0.008504,-0.068091,0.092885,0.244052,0.013630
26644,222.033333,0.083166,0.008501,-0.068089,0.092886,0.244052,0.013624
26645,222.041667,0.083168,0.008500,-0.068097,0.092890,0.244053,0.013620
26646,222.050000,0.083169,0.008503,-0.068100,0.092892,0.244054,0.013626
26647,222.058333,0.083170,0.008505,-0.068094,0.092894,0.244056,0.013626
26648,222.066667,0.083170,0.008500,-0.068105,0.092891,0.244054,0.013623
26649,222.075000,0.083167,0.008498,-0.068100,0.092889,0.244054,0.013617
26650,222.083333,0.083166,0.008499,-0.068089,0.092886,0.244051,0.013628
26651,222.091667,0.083167,0.008501,-0.068096,0.092887,0.244053,0.013630
26652,222.100000,0.083167,0.008501,-0.068094,0.092886,0.244055,0.013621
26653,222.108333,0.083167,0.008499,-0.068093,0.092889,0.244053,0.013626
26654,222.116667,0.083170,0.008496,-0.068103,0.092891,0.244051,0.013624
26655,222.125000,0.083171,0.008498,-0.068112,0.092893,0.244054,0.013621
26656,222.133333,0.083169,0.008498,-0.068102,0.092892,0.244054,0.013622
26657,222.141667,0.083170,0.008497,-0.068098,0.092889,0.244053,0.013626
26658,222.150000,0.083169,0.008498,-0.068104,0.092887,0.244055,0.013623
26659,222.158333,0.083167,0.008496,-0.068095,0.092887,0.244052,0.013623
26660,222.166667,0.083169,0.008494,-0.068107,0.092885,0.244051,0.013629
26661,222.175000,0.083170,0.008496,-0.068104,0.092890,0.244056,0.013621
26662,222.183333,0.083170,0.008497,-0.068103,0.092892,0.244057,0.013621
26663,222.191667,0.083171,0.008496,-0.068093,0.092893,0.244056,0.013620
26664,222.200000,0.083170,0.008491,-0.068106,0.092889,0.244049,0.013624
26665,222.208333,0.083170,0.008492,-0.068109,0.092890,0.244055,0.013614
26666,222.216667,0.083169,0.008495,-0.068094,0.092889,0.244059,0.013617
26667,222.225000,0.083169,0.008495,-0.068098,0.092885,0.244055,0.013623
26668,222.233333,0.083168,0.008493,-0.068102,0.092886,0.244054,0.013620
26669,222.241667,0.083168,0.008491,-0.068107,0.092888,0.244049,0.013628
26670,222.250000,0.083169,0.008492,-0.068104,0.092892,0.244052,0.013620
26671,222.258333,0.083170,0.008494,-0.068104,0.092891,0.244054,0.013626
26672,222.266667,0.083170,0.008494,-0.068099,0.092891,0.244053,0.013625
26673,222.275000,0.083169,0.008493,-0.068097,0.092891,0.244053,0.013627
26674,222.283333,0.083169,0.008491,-0.068109,0.092887,0.244050,0.013630
26675,222.291667,0.083167,0.008490,-0.068097,0.092886,0.244054,0.013619
26676,222.300000,0.083167,0.008492,-0.068090,0.092888,0.244055,0.013618
26677,222.308333,0.083172,0.008492,-0.068100,0.092889,0.244053,0.013627
26678,222.316667,0.083171,0.008492,-0.068111,0.092891,0.244054,0.013625
26679,222.325000,0.083170,0.008491,-0.068101,0.092892,0.244054,0.013621
26680,222.333333,0.083171,0.008489,-0.068104,0.092889,0.244054,0.013621
26681,222.341667,0.083170,0.008489,-0.068109,0.092888,0.244055,0.013620
26682,222.350000,0.083170,0.008492,-0.068110,0.092889,0.244057,0.013619
26683,222.358333,0.083171,0.008492,-0.068112,0.092889,0.244056,0.013621
26684,222.366667,0.083169,0.008489,-0.068100,0.092888,0.244054,0.013618
26685,222.375000,0.083171,0.008488,-0.068113,0.092888,0.244048,0.013631
26686,222.383333,0.083172,0.008489,-0.068104,0.092891,0.244054,0.013622
26687,222.391667,0.083170,0.008492,-0.068100,0.092892,0.244057,0.013620
26688,222.400000,0.083171,0.008490,-0.068109,0.092889,0.244055,0.013619
26689,222.408333,0.083170,0.008488,-0.068096,0.092889,0.244053,0.013624
26690,222.416667,0.083170,0.008488,-0.068105,0.092888,0.244051,0.013628
26691,222.425000,0.083168,0.008488,-0.068105,0.092888,0.244055,0.013622
26692,222.433333,0.083170,0.008490,-0.068108,0.092888,0.244054,0.013623
26693,222.441667,0.083169,0.008487,-0.068117,0.092889,0.244052,0.013625
26694,222.450000,0.083170,0.008488,-0.068090,0.092891,0.244053,0.013621
26695,222.458333,0.083171,0.008487,-0.068101,0.092891,0.244053,0.013623
26696,222.466667,0.083169,0.008488,-0.068107,0.092891,0.244056,0.013616
26697,222.475000,0.083170,0.008490,-0.068111,0.092888,0.244056,0.013624
26698,222.483333,0.083170,0.008487,-0.068106,0.092888,0.244055,0.013620
26699,222.491667,0.083170,0.008486,-0.068102,0.092888,0.244054,0.013617
26700,222.500000,0.083172,0.008485,-0.068114,0.092890,0.244053,0.013623
26701,222.508333,0.083169,0.008487,-0.068109,0.092890,0.244053,0.013625
26702,222.516667,0.083171,0.008489,-0.068098,0.092891,0.244055,0.013620
26703,222.525000,0.083171,0.008487,-0.068103,0.092889,0.244056,0.013618
26704,222.533333,0.083171,0.008485,-0.068112,0.092889,0.244053,0.013619
26705,222.541667,0.083170,0.008486,-0.068100,0.092889,0.244056,0.013616
26706,222.550000,0.083169,0.008486,-0.068101,0.092890,0.244056,0.013623
26707,222.558333,0.083172,0.008487,-0.068112,0.092889,0.244057,0.013619
26708,222.566667,0.083172,0.008486,-0.068106,0.092890,0.244053,0.013623
26709,222.575000,0.083171,0.008485,-0.068113,0.092890,0.244051,0.013623
26710,222.583333,0.083171,0.008485,-0.068109,0.092891,0.244055,0.013615
26711,222.591667,0.083171,0.008487,-0.068110,0.092890,0.244055,0.013624
26712,222.600000,0.083172,0.008487,-0.068110,0.092889,0.244055,0.013625
26713,222.608333,0.083170,0.008484,-0.068116,0.092891,0.244056,0.013619
26714,222.616667,0.083170,0.008483,-0.068118,0.092889,0.244051,0.013626
26715,222.625000,0.083171,0.008483,-0.068111,0.092889,0.244049,0.013632
26716,222.633333,0.083169,0.008484,-0.068103,0.092889,0.244053,0.013624
26717,222.641667,0.083169,0.008486,-0.068101,0.092890,0.244054,0.013626
26718,222.650000,0.083171,0.008484,-0.068105,0.092889,0.244053,0.013626
26719,222.658333,0.083170,0.008482,-0.068113,0.092889,0.244052,0.013625
26720,222.666667,0.083170,0.008482,-0.068110,0.092889,0.244053,0.013621
26721,222.675000,0.083169,0.008484,-0.068104,0.092890,0.244056,0.013616
26722,222.683333,0.083172,0.008487,-0.068116,0.092891,0.244055,0.013623
26723,222.691667,0.083171,0.008487,-0.068103,0.092891,0.244056,0.013624
26724,222.700000,0.083170,0.008480,-0.068109,0.092889,0.244050,0.013625
26725,222.708333,0.083170,0.008478,-0.068108,0.092889,0.244052,0.013618
26726,222.716667,0.083170,0.008483,-0.068104,0.092890,0.244054,0.013622
26727,222.725000,0.083170,0.008486,-0.068102,0.092888,0.244052,0.013630
26728,222.733333,0.083171,0.008486,-0.068105,0.092890,0.244055,0.013625
26729,222.741667,0.083170,0.008481,-0.068098,0.092889,0.244054,0.013616
26730,222.750000,0.083170,0.008477,-0.068110,0.092889,0.244047,0.013630
26731,222.758333,0.083172,0.008482,-0.068115,0.092892,0.244056,0.013622
26732,222.766667,0.083172,0.008484,-0.068108,0.092890,0.244058,0.013619
26733,222.775000,0.083171,0.008480,-0.068114,0.092888,0.244053,0.013628
26734,222.783333,0.083171,0.008481,-0.068110,0.092889,0.244053,0.013623
26735,222.791667,0.083170,0.008478,-0.068116,0.092889,0.244054,0.013618
26736,222.800000,0.083170,0.008481,-0.068109,0.092889,0.244054,0.013618
26737,222.808333,0.083173,0.008483,-0.068104,0.092890,0.244054,0.013624
26738,222.816667,0.083173,0.008480,-0.068106,0.092890,0.244053,0.013628
26739,222.825000,0.083172,0.008479,-0.068113,0.092892,0.244053,0.013620
26740,222.833333,0.083171,0.008477,-0.068107,0.092890,0.244053,0.013622
26741,222.841667,0.083172,0.008479,-0.068111,0.092888,0.244053,0.013622
26742,222.850000,0.083170,0.008483,-0.068104,0.092887,0.244053,0.013625
26743,222.858333,0.083172,0.008482,-0.068107,0.092888,0.244056,0.013627
26744,222.866667,0.083172,0.008479,-0.068107,0.092889,0.244055,0.013622
26745,222.875000,0.083173,0.008477,-0.068113,0.092892,0.244056,0.013611
26746,222.883333,0.083174,0.008478,-0.068115,0.092892,0.244055,0.013615
26747,222.891667,0.083173,0.008482,-0.068116,0.092890,0.244056,0.013620
26748,222.900000,0.083171,0.008480,-0.068108,0.092890,0.244058,0.013620
26749,222.908333,0.083172,0.008480,-0.068105,0.092888,0.244052,0.013624
26750,222.916667,0.083170,0.008477,-0.068109,0.092887,0.244052,0.013625
26751,222.925000,0.083168,0.008478,-0.068101,0.092888,0.244054,0.013621
26752,222.933333,0.083172,0.008481,-0.068113,0.092889,0.244056,0.013621
26753,222.941667,0.083174,0.008479,-0.068113,0.092890,0.244051,0.013628
26754,222.950000,0.083174,0.008476,-0.068104,0.092892,0.244053,0.013622
26755,222.958333,0.083172,0.008475,-0.068118,0.092891,0.244053,0.013618
26756,222.966667,0.083172,0.008476,-0.068118,0.092889,0.244053,0.013625
26757,222.975000,0.083173,0.008479,-0.068117,0.092888,0.244056,0.013623
26758,222.983333,0.083171,0.008477,-0.068115,0.092886,0.244052,0.013632
26759,222.991667,0.083172,0.008477,-0.068104,0.092888,0.244058,0.013614
26760,223.000000,0.083171,0.008474,-0.068117,0.092890,0.244051,0.013622
26761,223.008333,0.083173,0.008477,-0.068113,0.092891,0.244053,0.013624
26762,223.016667,0.083174,0.008480,-0.068111,0.092892,0.244056,0.013622
26763,223.025000,0.083173,0.008478,-0.068105,0.092892,0.244054,0.013625
26764,223.033333,0.083173,0.008473,-0.068115,0.092889,0.244052,0.013617
26765,223.041667,0.083172,0.008474,-0.068116,0.092886,0.244048,0.013631
26766,223.050000,0.083171,0.008477,-0.068121,0.092886,0.244055,0.013620
26767,223.058333,0.083171,0.008478,-0.068116,0.092888,0.244058,0.013623
26768,223.066667,0.083173,0.008477,-0.068108,0.092890,0.244056,0.013620
26769,223.075000,0.083174,0.008475,-0.068116,0.092891,0.244053,0.013620
26770,223.083333,0.083172,0.008475,-0.068109,0.092894,0.244058,0.013610
26771,223.091667,0.083173,0.008475,-0.068117,0.092890,0.244055,0.013619
26772,223.100000,0.083172,0.008476,-0.068110,0.092889,0.244052,0.013628
26773,223.108333,0.083172,0.008476,-0.068104,0.092887,0.244053,0.013627
26774,223.116667,0.083173,0.008474,-0.068130,0.092890,0.244055,0.013617
26775,223.125000,0.083172,0.008474,-0.068119,0.092887,0.244051,0.013628
26776,223.133333,0.083172,0.008475,-0.068110,0.092888,0.244054,0.013623
26777,223.141667,0.083174,0.008474,-0.068115,0.092892,0.244057,0.013614
26778,223.150000,0.083173,0.008475,-0.068113,0.092891,0.244055,0.013619
26779,223.158333,0.083172,0.008475,-0.068114,0.092891,0.244056,0.013618
26780,223.166667,0.083173,0.008474,-0.068117,0.092889,0.244054,0.013623
26781,223.175000,0.083171,0.008472,-0.068111,0.092886,0.244054,0.013623
26782,223.183333,0.083171,0.008473,-0.068105,0.092886,0.244055,0.013620
26783,223.191667,0.083172,0.008472,-0.068124,0.092888,0.244058,0.013614
26784,223.200000,0.083174,0.008470,-0.068115,0.092890,0.244048,0.013630
26785,223.208333,0.083174,0.008475,-0.068102,0.092889,0.244057,0.013626
26786,223.216667,0.083174,0.008466,-0.068118,0.092892,0.244055,0.013611
26787,223.225000,0.083172,0.008466,-0.068120,0.092891,0.244053,0.013621
26788,223.233333,0.083175,0.008468,-0.068114,0.092887,0.244052,0.013635
26789,223.241667,0.083170,0.008463,-0.068117,0.092886,0.244052,0.013623
26790,223.250000,0.083174,0.008466,-0.068108,0.092888,0.244056,0.013623
26791,223.258333,0.083172,0.008462,-0.068128,0.092887,0.244056,0.013612
26792,223.266667,0.083175,0.008462,-0.068119,0.092889,0.244050,0.013632
26793,223.275000,0.083177,0.008461,-0.068130,0.092892,0.244051,0.013625
26794,223.283333,0.083176,0.008461,-0.068126,0.092891,0.244056,0.013615
26795,223.291667,0.083174,0.008465,-0.068115,0.092887,0.244053,0.013633
26796,223.300000,0.083175,0.008459,-0.068124,0.092889,0.244051,0.013621
26797,223.308333,0.083174,0.008461,-0.068126,0.092886,0.244054,0.013621
26798,223.316667,0.083172,0.008462,-0.068107,0.092885,0.244054,0.013620
26799,223.325000,0.083175,0.008462,-0.068116,0.092889,0.244052,0.013627
26800,223.333333,0.083175,0.008465,-0.068124,0.092890,0.244056,0.013624
26801,223.341667,0.083176,0.008461,-0.068123,0.092892,0.244054,0.013615
26802,223.350000,0.083176,0.008460,-0.068120,0.092894,0.244055,0.013612
26803,223.358333,0.083177,0.008463,-0.068134,0.092891,0.244057,0.013613
26804,223.366667,0.083174,0.008462,-0.068123,0.092889,0.244056,0.013616
26805,223.375000,0.083173,0.008462,-0.068104,0.092887,0.244054,0.013620
26806,223.383333,0.083173,0.008461,-0.068125,0.092887,0.244058,0.013616
26807,223.391667,0.083173,0.008460,-0.068125,0.092887,0.244051,0.013625
26808,223.400000,0.083176,0.008463,-0.068126,0.092890,0.244055,0.013626
26809,223.408333,0.083177,0.008463,-0.068127,0.092893,0.244056,0.013615
26810,223.416667,0.083177,0.008459,-0.068130,0.092893,0.244055,0.013611
26811,223.425000,0.083174,0.008462,-0.068113,0.092890,0.244053,0.013623
26812,223.433333,0.083172,0.008462,-0.068124,0.092889,0.244055,0.013617
26813,223.441667,0.083174,0.008461,-0.068129,0.092885,0.244055,0.013621
26814,223.450000,0.083173,0.008463,-0.068120,0.092885,0.244053,0.013626
26815,223.458333,0.083174,0.008458,-0.068120,0.092888,0.244053,0.013623
