Format Version,1.21,Take Name,Take 2020-08-25 04.42.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-25 04.42.30 PM,Total Frames in Take,27713,Total Exported Frames,27713,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
6353,52.941667,0.083001,0.002264,-0.070318,0.092889,0.244058,0.013618
6354,52.950000,0.083000,0.002254,-0.070308,0.092887,0.244045,0.013627
6355,52.958333,0.082994,0.002260,-0.070301,0.092883,0.244052,0.013628
6356,52.966667,0.082998,0.002263,-0.070311,0.092886,0.244053,0.013627
6357,52.975000,0.083006,0.002256,-0.070319,0.092888,0.244051,0.013621
6358,52.983333,0.082991,0.002266,-0.070324,0.092880,0.244058,0.013625
6359,52.991667,0.083001,0.002261,-0.070298,0.092892,0.244052,0.013628
6360,53.000000,0.082998,0.002245,-0.070317,0.092885,0.244042,0.013613
6361,53.008333,0.082994,0.002264,-0.070312,0.092888,0.244060,0.013622
6362,53.016667,0.082996,0.002265,-0.070291,0.092891,0.244055,0.013630
6363,53.025000,0.083002,0.002258,-0.070315,0.092892,0.244058,0.013610
6364,53.033333,0.082999,0.002266,-0.070308,0.092880,0.244057,0.013634
6365,53.041667,0.082991,0.002253,-0.070294,0.092880,0.244038,0.013638
6366,53.050000,0.083002,0.002252,-0.070326,0.092892,0.244048,0.013616
6367,53.058333,0.082998,0.002263,-0.070347,0.092884,0.244059,0.013618
6368,53.066667,0.082996,0.002266,-0.070278,0.092883,0.244047,0.013658
6369,53.075000,0.083002,0.002257,-0.070311,0.092893,0.244053,0.013619
6370,53.083333,0.083000,0.002250,-0.070323,0.092891,0.244053,0.013602
6371,53.091667,0.082995,0.002252,-0.070306,0.092882,0.244041,0.013640
6372,53.100000,0.082998,0.002263,-0.070287,0.092887,0.244048,0.013645
6373,53.108333,0.083003,0.002268,-0.070339,0.092891,0.244071,0.013601
6374,53.116667,0.082994,0.002256,-0.070295,0.092878,0.244048,0.013633
6375,53.125000,0.082995,0.002249,-0.070296,0.092881,0.244029,0.013656
6376,53.133333,0.083000,0.002257,-0.070332,0.092893,0.244056,0.013607
6377,53.141667,0.083000,0.002265,-0.070305,0.092888,0.244057,0.013623
6378,53.150000,0.082999,0.002265,-0.070293,0.092883,0.244051,0.013649
6379,53.158333,0.083002,0.002261,-0.070325,0.092890,0.244054,0.013626
6380,53.166667,0.082997,0.002250,-0.070326,0.092891,0.244049,0.013608
6381,53.175000,0.082994,0.002253,-0.070288,0.092881,0.244040,0.013638
6382,53.183333,0.082998,0.002264,-0.070310,0.092883,0.244056,0.013628
6383,53.191667,0.083001,0.002264,-0.070316,0.092889,0.244061,0.013617
6384,53.200000,0.082998,0.002260,-0.070299,0.092886,0.244043,0.013649
6385,53.208333,0.082995,0.002255,-0.070300,0.092888,0.244046,0.013627
6386,53.216667,0.083000,0.002255,-0.070337,0.092891,0.244057,0.013602
6387,53.225000,0.083001,0.002261,-0.070288,0.092888,0.244048,0.013636
6388,53.233333,0.082997,0.002263,-0.070283,0.092884,0.244046,0.013650
6389,53.241667,0.082998,0.002261,-0.070299,0.092890,0.244058,0.013618
6390,53.250000,0.082999,0.002257,-0.070307,0.092888,0.244048,0.013632
6391,53.258333,0.082995,0.002255,-0.070286,0.092882,0.244040,0.013647
6392,53.266667,0.082997,0.002257,-0.070301,0.092883,0.244051,0.013624
6393,53.275000,0.083001,0.002261,-0.070298,0.092893,0.244054,0.013628
6394,53.283333,0.082999,0.002259,-0.070289,0.092889,0.244044,0.013649
6395,53.291667,0.082999,0.002258,-0.070311,0.092888,0.244050,0.013630
6396,53.300000,0.083001,0.002258,-0.070308,0.092887,0.244048,0.013632
6397,53.308333,0.082996,0.002258,-0.070290,0.092884,0.244044,0.013643
6398,53.316667,0.082996,0.002259,-0.070298,0.092882,0.244048,0.013635
6399,53.325000,0.083000,0.002260,-0.070292,0.092889,0.244048,0.013638
6400,53.333333,0.083000,0.002260,-0.070292,0.092889,0.244048,0.013638
6401,53.341667,0.082997,0.002262,-0.070297,0.092888,0.244051,0.013631
6402,53.350000,0.082999,0.002257,-0.070296,0.092888,0.244049,0.013629
6403,53.358333,0.083001,0.002258,-0.070300,0.092889,0.244046,0.013636
6404,53.366667,0.082998,0.002261,-0.070299,0.092886,0.244047,0.013644
6405,53.375000,0.082996,0.002258,-0.070304,0.092884,0.244051,0.013627
6406,53.383333,0.082998,0.002259,-0.070295,0.092885,0.244044,0.013640
6407,53.391667,0.082999,0.002260,-0.070295,0.092886,0.244047,0.013641
6408,53.400000,0.082996,0.002261,-0.070288,0.092888,0.244049,0.013633
6409,53.408333,0.083000,0.002260,-0.070299,0.092890,0.244049,0.013633
6410,53.416667,0.083000,0.002259,-0.070298,0.092889,0.244048,0.013638
6411,53.425000,0.082996,0.002257,-0.070295,0.092885,0.244046,0.013634
6412,53.433333,0.082998,0.002258,-0.070300,0.092886,0.244047,0.013635
6413,53.441667,0.083000,0.002260,-0.070301,0.092887,0.244044,0.013646
6414,53.450000,0.082999,0.002259,-0.070302,0.092884,0.244048,0.013637
6415,53.458333,0.082998,0.002261,-0.070306,0.092884,0.244047,0.013640
6416,53.466667,0.082998,0.002261,-0.070289,0.092888,0.244048,0.013633
6417,53.475000,0.082998,0.002258,-0.070293,0.092889,0.244045,0.013634
6418,53.483333,0.082999,0.002261,-0.070301,0.092887,0.244049,0.013639
6419,53.491667,0.082996,0.002263,-0.070279,0.092885,0.244049,0.013648
6420,53.500000,0.083004,0.002254,-0.070300,0.092888,0.244046,0.013633
6421,53.508333,0.082991,0.002265,-0.070285,0.092881,0.244052,0.013643
6422,53.516667,0.082999,0.002253,-0.070293,0.092885,0.244042,0.013639
6423,53.525000,0.082997,0.002254,-0.070294,0.092884,0.244040,0.013644
6424,53.533333,0.083000,0.002268,-0.070301,0.092890,0.244060,0.013632
6425,53.541667,0.082998,0.002261,-0.070301,0.092888,0.244048,0.013638
6426,53.550000,0.083003,0.002256,-0.070301,0.092891,0.244047,0.013629
6427,53.558333,0.082997,0.002256,-0.070311,0.092886,0.244045,0.013637
6428,53.566667,0.082996,0.002258,-0.070279,0.092883,0.244041,0.013650
6429,53.575000,0.083000,0.002257,-0.070294,0.092884,0.244048,0.013638
6430,53.583333,0.082997,0.002261,-0.070300,0.092884,0.244054,0.013627
6431,53.591667,0.082997,0.002259,-0.070298,0.092884,0.244045,0.013648
6432,53.600000,0.083001,0.002253,-0.070294,0.092889,0.244044,0.013634
6433,53.608333,0.083000,0.002258,-0.070306,0.092891,0.244051,0.013630
6434,53.616667,0.082998,0.002259,-0.070285,0.092887,0.244048,0.013641
6435,53.625000,0.082998,0.002261,-0.070285,0.092889,0.244046,0.013648
6436,53.633333,0.082999,0.002261,-0.070301,0.092886,0.244055,0.013623
6437,53.641667,0.082996,0.002256,-0.070295,0.092880,0.244042,0.013645
6438,53.650000,0.082996,0.002256,-0.070292,0.092882,0.244042,0.013646
6439,53.658333,0.082998,0.002262,-0.070298,0.092887,0.244051,0.013631
6440,53.666667,0.083000,0.002261,-0.070299,0.092888,0.244051,0.013631
6441,53.675000,0.082999,0.002260,-0.070284,0.092888,0.244048,0.013638
6442,53.683333,0.083000,0.002259,-0.070297,0.092890,0.244052,0.013630
6443,53.691667,0.082999,0.002256,-0.070300,0.092888,0.244048,0.013630
6444,53.700000,0.082996,0.002258,-0.070286,0.092885,0.244045,0.013638
6445,53.708333,0.082996,0.002258,-0.070293,0.092883,0.244043,0.013649
6446,53.716667,0.082998,0.002260,-0.070302,0.092883,0.244049,0.013636
6447,53.725000,0.082996,0.002260,-0.070281,0.092884,0.244048,0.013640
6448,53.733333,0.082999,0.002256,-0.070291,0.092885,0.244046,0.013638
6449,53.741667,0.083001,0.002259,-0.070321,0.092892,0.244052,0.013620
6450,53.750000,0.082999,0.002259,-0.070297,0.092890,0.244046,0.013641
6451,53.758333,0.082999,0.002261,-0.070290,0.092888,0.244051,0.013631
6452,53.766667,0.082998,0.002260,-0.070301,0.092886,0.244055,0.013624
6453,53.775000,0.082999,0.002255,-0.070301,0.092883,0.244046,0.013640
6454,53.783333,0.082996,0.002256,-0.070293,0.092881,0.244040,0.013648
6455,53.791667,0.082997,0.002257,-0.070298,0.092885,0.244048,0.013633
6456,53.800000,0.082999,0.002258,-0.070298,0.092886,0.244047,0.013636
6457,53.808333,0.082999,0.002260,-0.070298,0.092888,0.244045,0.013647
6458,53.816667,0.083001,0.002260,-0.070300,0.092889,0.244049,0.013637
6459,53.825000,0.083000,0.002257,-0.070306,0.092890,0.244050,0.013626
6460,53.833333,0.082997,0.002257,-0.070287,0.092886,0.244044,0.013639
6461,53.841667,0.082998,0.002258,-0.070297,0.092882,0.244046,0.013642
6462,53.850000,0.082998,0.002258,-0.070302,0.092885,0.244052,0.013630
6463,53.858333,0.082997,0.002260,-0.070298,0.092886,0.244050,0.013632
6464,53.866667,0.082998,0.002259,-0.070296,0.092885,0.244048,0.013634
6465,53.875000,0.082999,0.002256,-0.070301,0.092887,0.244046,0.013635
6466,53.883333,0.083000,0.002257,-0.070308,0.092889,0.244052,0.013626
6467,53.891667,0.082999,0.002259,-0.070297,0.092889,0.244050,0.013634
6468,53.900000,0.082999,0.002260,-0.070293,0.092888,0.244051,0.013630
6469,53.908333,0.082998,0.002259,-0.070302,0.092886,0.244049,0.013635
6470,53.916667,0.082998,0.002259,-0.070293,0.092883,0.244050,0.013631
6471,53.925000,0.082996,0.002257,-0.070292,0.092883,0.244046,0.013634
6472,53.933333,0.082999,0.002256,-0.070302,0.092885,0.244049,0.013632
6473,53.941667,0.083000,0.002259,-0.070304,0.092887,0.244049,0.013634
6474,53.950000,0.083000,0.002259,-0.070295,0.092889,0.244047,0.013640
6475,53.958333,0.082999,0.002257,-0.070303,0.092890,0.244053,0.013623
6476,53.966667,0.083000,0.002258,-0.070300,0.092886,0.244048,0.013635
6477,53.975000,0.082998,0.002259,-0.070293,0.092887,0.244048,0.013632
6478,53.983333,0.082999,0.002256,-0.070302,0.092885,0.244049,0.013631
6479,53.991667,0.082997,0.002257,-0.070292,0.092885,0.244049,0.013632
6480,54.000000,0.082996,0.002261,-0.070293,0.092884,0.244048,0.013641
6481,54.008333,0.082998,0.002260,-0.070292,0.092886,0.244048,0.013639
6482,54.016667,0.082998,0.002257,-0.070299,0.092886,0.244048,0.013634
6483,54.025000,,,,,,
6484,54.033333,0.082999,0.002258,-0.070295,0.092890,0.244046,0.013639
6485,54.041667,0.082999,0.002260,-0.070307,0.092885,0.244050,0.013634
6486,54.050000,0.082999,0.002260,-0.070307,0.092885,0.244050,0.013634
6487,54.058333,0.082998,0.002257,-0.070305,0.092884,0.244047,0.013633
6488,54.066667,0.082995,0.002256,-0.070298,0.092885,0.244044,0.013637
6489,54.075000,0.082997,0.002259,-0.070296,0.092887,0.244050,0.013630
6490,54.083333,0.082999,0.002263,-0.070297,0.092888,0.244053,0.013632
6491,54.091667,0.082999,0.002259,-0.070292,0.092888,0.244051,0.013631
6492,54.100000,0.082999,0.002255,-0.070301,0.092888,0.244044,0.013637
6493,54.108333,0.082998,0.002258,-0.070294,0.092889,0.244047,0.013634
6494,54.116667,0.082998,0.002259,-0.070299,0.092886,0.244046,0.013639
6495,54.125000,0.082996,0.002261,-0.070286,0.092882,0.244051,0.013635
6496,54.133333,0.082998,0.002259,-0.070303,0.092882,0.244050,0.013635
6497,54.141667,0.082997,0.002254,-0.070294,0.092885,0.244047,0.013631
6498,54.150000,0.082998,0.002254,-0.070308,0.092888,0.244045,0.013633
6499,54.158333,0.083000,0.002261,-0.070301,0.092889,0.244051,0.013635
6500,54.166667,0.082999,0.002262,-0.070291,0.092889,0.244050,0.013640
6501,54.175000,0.083000,0.002258,-0.070305,0.092887,0.244050,0.013634
6502,54.183333,0.082997,0.002254,-0.070292,0.092885,0.244045,0.013631
6503,54.191667,0.082997,0.002253,-0.070305,0.092884,0.244045,0.013629
6504,54.200000,0.082996,0.002260,-0.070295,0.092885,0.244051,0.013634
6505,54.208333,0.082998,0.002266,-0.070296,0.092886,0.244057,0.013629
6506,54.216667,0.082999,0.002259,-0.070293,0.092888,0.244051,0.013633
6507,54.225000,0.082999,0.002254,-0.070303,0.092889,0.244044,0.013635
6508,54.233333,0.082999,0.002254,-0.070295,0.092889,0.244043,0.013632
6509,54.241667,0.082997,0.002260,-0.070298,0.092890,0.244050,0.013631
6510,54.250000,0.082997,0.002263,-0.070294,0.092886,0.244055,0.013632
6511,54.258333,0.082996,0.002259,-0.070291,0.092884,0.244046,0.013643
6512,54.266667,0.082995,0.002255,-0.070302,0.092886,0.244045,0.013631
6513,54.275000,0.082995,0.002252,-0.070302,0.092883,0.244043,0.013637
6514,54.283333,0.082998,0.002258,-0.070304,0.092885,0.244049,0.013630
6515,54.291667,0.083001,0.002263,-0.070298,0.092888,0.244054,0.013634
6516,54.300000,0.082999,0.002262,-0.070292,0.092892,0.244053,0.013634
6517,54.308333,0.083000,0.002256,-0.070305,0.092890,0.244048,0.013627
6518,54.316667,0.082996,0.002255,-0.070302,0.092885,0.244043,0.013631
6519,54.325000,0.082997,0.002257,-0.070303,0.092883,0.244045,0.013638
6520,54.333333,0.082997,0.002262,-0.070303,0.092882,0.244051,0.013639
6521,54.341667,0.082996,0.002259,-0.070303,0.092883,0.244049,0.013640
6522,54.350000,0.082997,0.002256,-0.070298,0.092886,0.244045,0.013636
6523,54.358333,0.082997,0.002255,-0.070295,0.092888,0.244045,0.013632
6524,54.366667,0.083000,0.002259,-0.070302,0.092890,0.244050,0.013632
6525,54.375000,0.083002,0.002260,-0.070307,0.092892,0.244054,0.013626
6526,54.383333,0.082999,0.002261,-0.070300,0.092888,0.244048,0.013639
6527,54.391667,0.082998,0.002258,-0.070293,0.092885,0.244047,0.013636
6528,54.400000,0.082995,0.002257,-0.070289,0.092881,0.244047,0.013635
6529,54.408333,0.082997,0.002256,-0.070306,0.092882,0.244050,0.013624
6530,54.416667,0.082997,0.002258,-0.070291,0.092882,0.244046,0.013638
6531,54.425000,0.082999,0.002258,-0.070294,0.092889,0.244048,0.013638
6532,54.433333,0.083001,0.002261,-0.070299,0.092892,0.244052,0.013631
6533,54.441667,0.083001,0.002259,-0.070302,0.092890,0.244053,0.013623
6534,54.450000,0.082998,0.002256,-0.070297,0.092888,0.244051,0.013623
6535,54.458333,0.082999,0.002255,-0.070294,0.092885,0.244046,0.013637
6536,54.466667,0.082997,0.002260,-0.070303,0.092883,0.244045,0.013644
6537,54.475000,0.082995,0.002259,-0.070295,0.092883,0.244051,0.013636
6538,54.483333,0.082997,0.002260,-0.070293,0.092884,0.244051,0.013628
6539,54.491667,0.083000,0.002257,-0.070315,0.092887,0.244046,0.013633
6540,54.500000,0.082999,0.002258,-0.070301,0.092888,0.244043,0.013641
6541,54.508333,0.083000,0.002258,-0.070295,0.092891,0.244046,0.013638
6542,54.516667,0.083001,0.002258,-0.070307,0.092888,0.244052,0.013629
6543,54.525000,0.082995,0.002258,-0.070288,0.092881,0.244052,0.013630
6544,54.533333,0.082995,0.002258,-0.070288,0.092881,0.244052,0.013630
6545,54.541667,0.082995,0.002254,-0.070307,0.092884,0.244050,0.013627
6546,54.550000,0.082997,0.002257,-0.070302,0.092883,0.244047,0.013636
6547,54.558333,0.082999,0.002259,-0.070303,0.092887,0.244051,0.013633
6548,54.566667,0.082999,0.002260,-0.070291,0.092891,0.244053,0.013625
6549,54.575000,0.083001,0.002258,-0.070304,0.092892,0.244050,0.013628
6550,54.583333,0.082999,0.002257,-0.070300,0.092889,0.244048,0.013633
6551,54.591667,0.082999,0.002256,-0.070300,0.092887,0.244051,0.013628
6552,54.600000,0.082997,0.002258,-0.070303,0.092883,0.244049,0.013630
6553,54.608333,0.082996,0.002258,-0.070297,0.092882,0.244048,0.013634
6554,54.616667,0.082998,0.002260,-0.070297,0.092884,0.244048,0.013641
6555,54.625000,0.082998,0.002257,-0.070310,0.092888,0.244049,0.013629
6556,54.633333,0.083000,0.002258,-0.070292,0.092889,0.244046,0.013635
6557,54.641667,0.083001,0.002257,-0.070302,0.092890,0.244043,0.013642
6558,54.650000,0.083000,0.002257,-0.070308,0.092889,0.244045,0.013641
6559,54.658333,0.082998,0.002259,-0.070299,0.092885,0.244049,0.013635
6560,54.666667,0.082997,0.002259,-0.070292,0.092881,0.244050,0.013632
6561,54.675000,0.082999,0.002256,-0.070300,0.092885,0.244048,0.013626
6562,54.683333,0.082999,0.002256,-0.070300,0.092885,0.244048,0.013626
6563,54.691667,0.082999,0.002257,-0.070292,0.092889,0.244047,0.013636
6564,54.700000,0.082999,0.002258,-0.070302,0.092890,0.244051,0.013631
6565,54.708333,0.083001,0.002260,-0.070309,0.092892,0.244052,0.013633
6566,54.716667,0.083001,0.002260,-0.070309,0.092886,0.244046,0.013642
6567,54.725000,0.082996,0.002256,-0.070301,0.092883,0.244046,0.013635
6568,54.733333,0.082997,0.002256,-0.070313,0.092884,0.244045,0.013633
6569,54.741667,0.082998,0.002257,-0.070300,0.092885,0.244049,0.013637
6570,54.750000,0.082998,0.002262,-0.070292,0.092885,0.244051,0.013639
6571,54.758333,0.083000,0.002260,-0.070303,0.092888,0.244051,0.013631
6572,54.766667,0.083000,0.002255,-0.070313,0.092888,0.244048,0.013628
6573,54.775000,0.082998,0.002254,-0.070295,0.092887,0.244044,0.013631
6574,54.783333,0.082999,0.002258,-0.070301,0.092888,0.244049,0.013635
6575,54.791667,0.083000,0.002261,-0.070305,0.092887,0.244053,0.013631
6576,54.800000,0.082999,0.002260,-0.070309,0.092885,0.244051,0.013636
6577,54.808333,0.082997,0.002255,-0.070306,0.092885,0.244048,0.013629
6578,54.816667,0.082998,0.002255,-0.070297,0.092884,0.244044,0.013636
6579,54.825000,0.082998,0.002257,-0.070294,0.092888,0.244051,0.013624
6580,54.833333,0.082998,0.002260,-0.070293,0.092887,0.244049,0.013636
6581,54.841667,0.083000,0.002260,-0.070307,0.092887,0.244052,0.013634
6582,54.850000,0.082999,0.002259,-0.070298,0.092888,0.244052,0.013627
6583,54.858333,0.082998,0.002255,-0.070305,0.092886,0.244046,0.013632
6584,54.866667,0.082998,0.002258,-0.070297,0.092886,0.244051,0.013626
6585,54.875000,0.082998,0.002260,-0.070299,0.092886,0.244050,0.013638
6586,54.883333,0.082998,0.002260,-0.070296,0.092888,0.244051,0.013635
6587,54.891667,0.082997,0.002257,-0.070294,0.092887,0.244051,0.013625
6588,54.900000,0.082999,0.002255,-0.070303,0.092886,0.244048,0.013625
6589,54.908333,0.082999,0.002256,-0.070303,0.092887,0.244048,0.013632
6590,54.916667,0.082999,0.002262,-0.070302,0.092887,0.244052,0.013634
6591,54.925000,0.083000,0.002263,-0.070298,0.092886,0.244053,0.013634
6592,54.933333,0.082998,0.002257,-0.070298,0.092886,0.244046,0.013638
6593,54.941667,0.082998,0.002255,-0.070311,0.092887,0.244046,0.013633
6594,54.950000,0.082997,0.002258,-0.070302,0.092887,0.244045,0.013638
6595,54.958333,0.082998,0.002262,-0.070307,0.092888,0.244055,0.013625
6596,54.966667,0.082998,0.002261,-0.070297,0.092886,0.244052,0.013633
6597,54.975000,0.082999,0.002255,-0.070297,0.092884,0.244047,0.013635
6598,54.983333,0.082997,0.002256,-0.070296,0.092886,0.244047,0.013631
6599,54.991667,0.082999,0.002258,-0.070301,0.092888,0.244051,0.013632
6600,55.000000,0.083000,0.002260,-0.070305,0.092888,0.244051,0.013635
6601,55.008333,0.082999,0.002260,-0.070299,0.092887,0.244052,0.013628
6602,55.016667,0.082998,0.002257,-0.070297,0.092888,0.244045,0.013637
6603,55.025000,0.082998,0.002254,-0.070301,0.092887,0.244044,0.013633
6604,55.033333,0.082998,0.002257,-0.070304,0.092884,0.244047,0.013634
6605,55.041667,0.082997,0.002259,-0.070296,0.092883,0.244051,0.013635
6606,55.050000,0.082999,0.002260,-0.070296,0.092886,0.244053,0.013629
6607,55.058333,0.082998,0.002257,-0.070303,0.092886,0.244048,0.013631
6608,55.066667,0.082999,0.002257,-0.070301,0.092887,0.244046,0.013636
6609,55.075000,0.082999,0.002259,-0.070305,0.092887,0.244046,0.013638
6610,55.083333,0.082999,0.002260,-0.070300,0.092887,0.244054,0.013626
6611,55.091667,0.082999,0.002259,-0.070300,0.092886,0.244050,0.013631
6612,55.100000,0.082997,0.002257,-0.070302,0.092885,0.244043,0.013642
6613,55.108333,0.082999,0.002256,-0.070310,0.092885,0.244047,0.013636
6614,55.116667,0.082997,0.002260,-0.070293,0.092887,0.244053,0.013628
6615,55.125000,0.083000,0.002260,-0.070311,0.092885,0.244053,0.013631
6616,55.133333,0.083000,0.002257,-0.070306,0.092889,0.244051,0.013629
6617,55.141667,0.083000,0.002255,-0.070305,0.092890,0.244051,0.013624
6618,55.150000,0.082998,0.002256,-0.070302,0.092889,0.244048,0.013631
6619,55.158333,0.082998,0.002259,-0.070296,0.092883,0.244050,0.013635
6620,55.166667,0.082998,0.002259,-0.070307,0.092883,0.244051,0.013635
6621,55.175000,0.082997,0.002259,-0.070307,0.092883,0.244049,0.013632
6622,55.183333,0.082999,0.002255,-0.070309,0.092885,0.244048,0.013633
6623,55.191667,0.082999,0.002257,-0.070306,0.092887,0.244049,0.013626
6624,55.200000,0.082999,0.002260,-0.070295,0.092889,0.244048,0.013636
6625,55.208333,0.083000,0.002261,-0.070299,0.092890,0.244051,0.013631
6626,55.216667,0.082998,0.002259,-0.070298,0.092889,0.244050,0.013632
6627,55.225000,0.082998,0.002255,-0.070298,0.092885,0.244048,0.013631
6628,55.233333,0.082996,0.002256,-0.070298,0.092883,0.244048,0.013631
6629,55.241667,0.082996,0.002258,-0.070301,0.092882,0.244050,0.013629
6630,55.250000,0.082998,0.002260,-0.070296,0.092885,0.244048,0.013634
6631,55.258333,0.082999,0.002258,-0.070300,0.092888,0.244049,0.013634
6632,55.266667,0.082999,0.002258,-0.070291,0.092890,0.244049,0.013633
6633,55.275000,0.083000,0.002258,-0.070297,0.092890,0.244050,0.013626
6634,55.283333,0.083000,0.002259,-0.070307,0.092888,0.244050,0.013632
6635,55.291667,0.082997,0.002259,-0.070308,0.092884,0.244048,0.013633
6636,55.300000,0.082998,0.002258,-0.070311,0.092883,0.244049,0.013628
6637,55.308333,0.082996,0.002257,-0.070307,0.092883,0.244047,0.013636
6638,55.316667,0.082996,0.002259,-0.070303,0.092884,0.244048,0.013638
6639,55.325000,0.082999,0.002258,-0.070308,0.092887,0.244052,0.013628
6640,55.333333,0.083000,0.002257,-0.070305,0.092891,0.244053,0.013624
6641,55.341667,0.082999,0.002254,-0.070300,0.092890,0.244044,0.013636
6642,55.350000,0.082999,0.002257,-0.070311,0.092889,0.244050,0.013629
6643,55.358333,0.082999,0.002259,-0.070300,0.092886,0.244050,0.013637
6644,55.366667,0.082996,0.002258,-0.070297,0.092882,0.244049,0.013639
6645,55.375000,0.082996,0.002257,-0.070301,0.092881,0.244049,0.013633
6646,55.383333,0.082998,0.002257,-0.070295,0.092886,0.244047,0.013634
6647,55.391667,0.082999,0.002257,-0.070299,0.092890,0.244050,0.013628
6648,55.400000,0.083000,0.002258,-0.070301,0.092891,0.244054,0.013620
6649,55.408333,0.083000,0.002257,-0.070294,0.092889,0.244050,0.013625
6650,55.416667,0.083000,0.002258,-0.070315,0.092888,0.244048,0.013633
6651,55.425000,0.082998,0.002256,-0.070300,0.092885,0.244046,0.013637
6652,55.433333,0.082995,0.002253,-0.070320,0.092879,0.244048,0.013629
6653,55.441667,0.082997,0.002259,-0.070294,0.092884,0.244049,0.013641
6654,55.450000,0.083000,0.002256,-0.070321,0.092884,0.244052,0.013620
6655,55.458333,0.082997,0.002256,-0.070280,0.092887,0.244046,0.013639
6656,55.466667,0.082999,0.002252,-0.070318,0.092893,0.244048,0.013623
6657,55.475000,0.083002,0.002259,-0.070302,0.092892,0.244049,0.013638
6658,55.483333,0.082999,0.002262,-0.070294,0.092884,0.244050,0.013643
6659,55.491667,0.082994,0.002252,-0.070297,0.092881,0.244041,0.013637
6660,55.500000,0.082998,0.002257,-0.070300,0.092886,0.244049,0.013632
6661,55.508333,0.082992,0.002258,-0.070303,0.092882,0.244054,0.013626
6662,55.516667,0.082997,0.002253,-0.070304,0.092883,0.244043,0.013640
6663,55.525000,0.083000,0.002259,-0.070299,0.092889,0.244051,0.013632
6664,55.533333,0.083001,0.002257,-0.070303,0.092892,0.244050,0.013631
6665,55.541667,0.083000,0.002255,-0.070323,0.092893,0.244051,0.013622
6666,55.550000,0.083001,0.002254,-0.070308,0.092887,0.244047,0.013628
6667,55.558333,0.082996,0.002256,-0.070311,0.092885,0.244054,0.013623
6668,55.566667,0.082996,0.002259,-0.070275,0.092883,0.244045,0.013652
6669,55.575000,0.082998,0.002256,-0.070316,0.092881,0.244051,0.013630
6670,55.583333,0.082999,0.002252,-0.070316,0.092891,0.244045,0.013629
6671,55.591667,0.082999,0.002252,-0.070316,0.092891,0.244045,0.013629
6672,55.600000,0.082999,0.002257,-0.070296,0.092892,0.244052,0.013628
6673,55.608333,0.082999,0.002261,-0.070306,0.092889,0.244056,0.013629
6674,55.616667,0.082997,0.002255,-0.070295,0.092891,0.244051,0.013620
6675,55.625000,0.082999,0.002254,-0.070315,0.092884,0.244045,0.013633
6676,55.633333,0.082996,0.002254,-0.070310,0.092881,0.244046,0.013638
6677,55.641667,0.082996,0.002257,-0.070288,0.092883,0.244048,0.013637
6678,55.650000,0.083000,0.002260,-0.070308,0.092887,0.244053,0.013631
6679,55.658333,0.082999,0.002256,-0.070306,0.092888,0.244049,0.013633
6680,55.666667,0.083000,0.002255,-0.070303,0.092889,0.244046,0.013633
6681,55.675000,0.083001,0.002255,-0.070308,0.092891,0.244054,0.013622
6682,55.683333,0.082999,0.002254,-0.070315,0.092887,0.244051,0.013626
6683,55.691667,0.082998,0.002257,-0.070302,0.092883,0.244046,0.013645
6684,55.700000,0.082996,0.002260,-0.070303,0.092883,0.244048,0.013648
6685,55.708333,0.082996,0.002255,-0.070300,0.092886,0.244051,0.013625
6686,55.716667,0.082997,0.002252,-0.070312,0.092884,0.244045,0.013632
6687,55.725000,0.083003,0.002260,-0.070310,0.092893,0.244054,0.013631
6688,55.733333,0.083003,0.002260,-0.070310,0.092893,0.244054,0.013631
6689,55.741667,0.083000,0.002256,-0.070299,0.092890,0.244051,0.013627
6690,55.750000,0.082997,0.002252,-0.070308,0.092884,0.244043,0.013634
6691,55.758333,0.082998,0.002253,-0.070312,0.092884,0.244046,0.013634
6692,55.766667,0.082996,0.002260,-0.070298,0.092883,0.244051,0.013634
6693,55.775000,0.083000,0.002258,-0.070311,0.092885,0.244055,0.013625
6694,55.783333,0.082998,0.002256,-0.070297,0.092885,0.244046,0.013633
6695,55.791667,0.083000,0.002254,-0.070308,0.092890,0.244044,0.013636
6696,55.800000,0.083001,0.002255,-0.070315,0.092891,0.244045,0.013636
6697,55.808333,0.082998,0.002257,-0.070305,0.092889,0.244051,0.013625
6698,55.816667,0.082999,0.002259,-0.070305,0.092884,0.244051,0.013634
6699,55.825000,0.082999,0.002255,-0.070312,0.092883,0.244046,0.013643
6700,55.833333,0.082996,0.002255,-0.070301,0.092884,0.244049,0.013630
6701,55.841667,0.082998,0.002255,-0.070306,0.092885,0.244050,0.013624
6702,55.850000,0.082999,0.002257,-0.070307,0.092889,0.244050,0.013632
