Format Version,1.21,Take Name,Take 2021-04-13 07.22.24 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-04-13 07.22.24 PM,Total Frames in Take,22555,Total Exported Frames,22555,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001,Unlabeled:5002,Unlabeled:5002,Unlabeled:5002,Unlabeled:5003,Unlabeled:5003,Unlabeled:5003
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138B","8392B20CF49E3570138B","8392B20CF49E3570138B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20402,170.016667,0.026655,-0.001698,0.042468,0.051083,-0.060657,0.057363,0.076343,-0.037910,0.020847,0.000787,-0.059602,0.055714
20403,170.025000,0.026658,-0.001704,0.042518,0.051084,-0.060655,0.057378,0.076333,-0.037913,0.020912,0.000787,-0.059601,0.055735
20404,170.033333,0.026669,-0.001703,0.042487,0.051102,-0.060647,0.057314,0.076352,-0.037905,0.020851,0.000796,-0.059600,0.055711
20405,170.041667,0.026665,-0.001703,0.042461,0.051088,-0.060651,0.057339,0.076347,-0.037906,0.020843,0.000788,-0.059598,0.055732
20406,170.050000,0.026658,-0.001705,0.042509,0.051084,-0.060651,0.057356,0.076334,-0.037904,0.020886,0.000790,-0.059598,0.055738
20407,170.058333,0.026674,-0.001700,0.042453,0.051094,-0.060644,0.057333,0.076347,-0.037901,0.020882,0.000793,-0.059593,0.055729
20408,170.066667,0.026681,-0.001712,0.042409,0.051092,-0.060663,0.057394,0.076353,-0.037914,0.020817,0.000789,-0.059604,0.055721
20409,170.075000,0.026680,-0.001708,0.042415,0.051091,-0.060651,0.057337,0.076346,-0.037907,0.020844,0.000793,-0.059597,0.055689
20410,170.083333,0.026672,-0.001718,0.042536,0.051072,-0.060652,0.057458,0.076322,-0.037903,0.020975,0.000785,-0.059598,0.055768
20411,170.091667,0.026698,-0.001714,0.042408,0.051105,-0.060651,0.057257,0.076347,-0.037910,0.020841,0.000791,-0.059600,0.055700
20412,170.100000,0.026690,-0.001721,0.042515,0.051075,-0.060652,0.057421,0.076331,-0.037908,0.020929,0.000788,-0.059600,0.055782
20413,170.108333,0.026715,-0.001712,0.042323,0.051101,-0.060659,0.057328,0.076363,-0.037909,0.020762,0.000795,-0.059598,0.055683
20414,170.116667,0.026705,-0.001718,0.042462,0.051080,-0.060648,0.057406,0.076333,-0.037902,0.020911,0.000787,-0.059595,0.055757
20415,170.125000,0.026727,-0.001719,0.042350,0.051110,-0.060654,0.057307,0.076353,-0.037908,0.020842,0.000796,-0.059601,0.055687
20416,170.133333,0.026708,-0.001736,0.042485,0.051077,-0.060655,0.057417,0.076330,-0.037911,0.020937,0.000787,-0.059599,0.055763
20417,170.141667,0.026726,-0.001724,0.042357,0.051093,-0.060648,0.057328,0.076350,-0.037903,0.020835,0.000790,-0.059594,0.055680
20418,170.150000,0.026713,-0.001740,0.042477,0.051076,-0.060652,0.057447,0.076330,-0.037908,0.020957,0.000787,-0.059601,0.055786
20419,170.158333,0.026738,-0.001735,0.042304,0.051110,-0.060647,0.057256,0.076358,-0.037906,0.020802,0.000795,-0.059597,0.055677
20420,170.166667,0.026732,-0.001741,0.042366,0.051101,-0.060644,0.057296,0.076353,-0.037900,0.020829,0.000795,-0.059595,0.055692
20421,170.175000,0.026732,-0.001741,0.042366,0.051101,-0.060644,0.057296,0.076353,-0.037900,0.020829,0.000795,-0.059595,0.055692
20422,170.183333,0.026729,-0.001753,0.042377,0.051083,-0.060656,0.057397,0.076346,-0.037907,0.020860,0.000794,-0.059600,0.055697
20423,170.191667,0.026739,-0.001749,0.042319,0.051089,-0.060651,0.057377,0.076358,-0.037903,0.020804,0.000796,-0.059599,0.055731
20424,170.200000,0.026735,-0.001755,0.042366,0.051085,-0.060655,0.057371,0.076346,-0.037901,0.020859,0.000789,-0.059597,0.055748
20425,170.208333,0.026738,-0.001760,0.042325,0.051088,-0.060657,0.057344,0.076346,-0.037911,0.020831,0.000789,-0.059597,0.055714
20426,170.216667,0.026751,-0.001766,0.042323,0.051100,-0.060649,0.057308,0.076341,-0.037910,0.020868,0.000792,-0.059601,0.055717
20427,170.225000,0.026751,-0.001766,0.042323,0.051100,-0.060649,0.057308,0.076341,-0.037910,0.020868,0.000792,-0.059601,0.055717
20428,170.233333,0.026754,-0.001761,0.042307,0.051105,-0.060646,0.057303,0.076344,-0.037903,0.020855,0.000791,-0.059595,0.055708
20429,170.241667,0.026747,-0.001770,0.042401,0.051075,-0.060650,0.057437,0.076332,-0.037904,0.020922,0.000787,-0.059597,0.055739
20430,170.250000,0.026774,-0.001763,0.042224,0.051101,-0.060662,0.057323,0.076361,-0.037907,0.020763,0.000797,-0.059599,0.055664
20431,170.258333,0.026755,-0.001781,0.042419,0.051073,-0.060655,0.057455,0.076329,-0.037908,0.020947,0.000786,-0.059599,0.055793
20432,170.266667,0.026765,-0.001772,0.042303,0.051086,-0.060654,0.057355,0.076347,-0.037907,0.020837,0.000814,-0.059616,0.056115
20433,170.275000,0.026770,-0.001770,0.042321,0.051079,-0.060649,0.057412,0.076343,-0.037899,0.020875,0.000789,-0.059595,0.055748
20434,170.283333,0.026779,-0.001776,0.042294,0.051108,-0.060642,0.057283,0.076358,-0.037902,0.020826,0.000791,-0.059597,0.055739
20435,170.291667,0.026769,-0.001791,0.042360,0.051093,-0.060645,0.057351,0.076336,-0.037911,0.020911,0.000789,-0.059597,0.055773
20436,170.300000,0.026781,-0.001793,0.042231,0.051107,-0.060652,0.057225,0.076353,-0.037912,0.020795,0.000786,-0.059604,0.055711
20437,170.308333,0.026777,-0.001792,0.042343,0.051084,-0.060646,0.057373,0.076337,-0.037903,0.020919,0.000818,-0.059611,0.056126
20438,170.316667,0.026784,-0.001800,0.042311,0.051089,-0.060663,0.057432,0.076350,-0.037907,0.020848,0.000796,-0.059595,0.055704
20439,170.325000,0.026775,-0.001808,0.042313,0.051080,-0.060659,0.057422,0.076337,-0.037914,0.020893,0.000788,-0.059603,0.055754
20440,170.333333,0.026780,-0.001793,0.042285,0.051085,-0.060644,0.057351,0.076346,-0.037894,0.020842,0.000790,-0.059594,0.055717
20441,170.341667,0.026784,-0.001813,0.042291,0.051086,-0.060658,0.057367,0.076343,-0.037912,0.020870,0.000788,-0.059599,0.055766
20442,170.350000,0.026798,-0.001809,0.042200,0.051114,-0.060651,0.057211,0.076362,-0.037909,0.020779,0.000795,-0.059601,0.055697
20443,170.358333,0.026779,-0.001822,0.042377,0.051069,-0.060656,0.057462,0.076324,-0.037910,0.020964,0.000786,-0.059601,0.055763
20444,170.366667,0.026805,-0.001805,0.042219,0.051092,-0.060651,0.057332,0.076350,-0.037903,0.020845,0.000790,-0.059599,0.055755
20445,170.375000,0.026797,-0.001828,0.042340,0.051081,-0.060657,0.057425,0.076330,-0.037912,0.020944,0.000789,-0.059598,0.055754
20446,170.383333,0.026816,-0.001814,0.042231,0.051094,-0.060656,0.057382,0.076351,-0.037904,0.020843,0.000795,-0.059601,0.055719
20447,170.391667,0.026814,-0.001820,0.042298,0.051087,-0.060648,0.057349,0.076337,-0.037906,0.020895,0.000787,-0.059597,0.055772
20448,170.400000,0.026835,-0.001829,0.042154,0.051094,-0.060668,0.057372,0.076356,-0.037918,0.020801,0.000794,-0.059606,0.055707
20449,170.408333,0.026825,-0.001824,0.042266,0.051085,-0.060650,0.057372,0.076345,-0.037906,0.020873,0.000788,-0.059593,0.055743
20450,170.416667,0.026834,-0.001818,0.042209,0.051088,-0.060650,0.057347,0.076346,-0.037904,0.020860,0.000792,-0.059598,0.055743
20451,170.425000,0.026825,-0.001832,0.042271,0.051078,-0.060651,0.057404,0.076332,-0.037907,0.020913,0.000786,-0.059598,0.055764
20452,170.433333,0.026831,-0.001836,0.042256,0.051097,-0.060647,0.057306,0.076344,-0.037909,0.020881,0.000789,-0.059596,0.055755
20453,170.441667,0.026830,-0.001842,0.042276,0.051086,-0.060652,0.057394,0.076338,-0.037908,0.020894,0.000787,-0.059598,0.055760
20454,170.450000,0.026831,-0.001844,0.042247,0.051084,-0.060653,0.057364,0.076338,-0.037906,0.020884,0.000786,-0.059597,0.055762
20455,170.458333,0.026840,-0.001843,0.042189,0.051088,-0.060649,0.057360,0.076348,-0.037902,0.020846,0.000792,-0.059595,0.055707
20456,170.466667,0.026842,-0.001842,0.042197,0.051091,-0.060643,0.057362,0.076349,-0.037896,0.020858,0.000793,-0.059595,0.055712
20457,170.475000,0.026837,-0.001855,0.042208,0.051089,-0.060649,0.057348,0.076352,-0.037903,0.020802,0.000789,-0.059595,0.055700
20458,170.483333,0.026827,-0.001865,0.042312,0.051077,-0.060649,0.057438,0.076328,-0.037909,0.020951,0.000787,-0.059597,0.055783
20459,170.491667,0.026848,-0.001865,0.042161,0.051102,-0.060650,0.057279,0.076359,-0.037911,0.020799,0.000790,-0.059600,0.055697
20460,170.500000,0.026842,-0.001875,0.042184,0.051095,-0.060654,0.057289,0.076348,-0.037915,0.020819,0.000788,-0.059603,0.055711
20461,170.508333,0.026846,-0.001880,0.042246,0.051082,-0.060655,0.057405,0.076334,-0.037912,0.020904,0.000812,-0.059616,0.056156
20462,170.516667,0.026846,-0.001880,0.042246,0.051082,-0.060655,0.057405,0.076334,-0.037912,0.020904,0.000812,-0.059616,0.056156
20463,170.525000,0.026868,-0.001858,0.042081,0.051114,-0.060648,0.057261,0.076371,-0.037898,0.020720,0.000798,-0.059594,0.055628
20464,170.533333,0.026844,-0.001880,0.042285,0.051076,-0.060651,0.057418,0.076326,-0.037901,0.020950,0.000785,-0.059596,0.055771
20465,170.541667,0.026874,-0.001872,0.042094,0.051112,-0.060649,0.057227,0.076362,-0.037909,0.020794,0.000791,-0.059603,0.055707
20466,170.550000,0.026848,-0.001900,0.042331,0.051074,-0.060657,0.057439,0.076317,-0.037917,0.021003,0.000785,-0.059600,0.055818
20467,170.558333,0.026868,-0.001891,0.042192,0.051087,-0.060658,0.057383,0.076350,-0.037915,0.020852,0.000794,-0.059602,0.055734
20468,170.566667,0.026860,-0.001890,0.042253,0.051084,-0.060647,0.057402,0.076334,-0.037907,0.020904,0.000787,-0.059600,0.055781
20469,170.575000,0.026880,-0.001872,0.042152,0.051091,-0.060648,0.057353,0.076356,-0.037898,0.020830,0.000793,-0.059596,0.055720
20470,170.583333,0.026868,-0.001893,0.042243,0.051077,-0.060650,0.057417,0.076329,-0.037910,0.020940,0.000785,-0.059600,0.055784
20471,170.591667,0.026888,-0.001891,0.042091,0.051098,-0.060662,0.057326,0.076353,-0.037920,0.020798,0.000793,-0.059604,0.055676
20472,170.600000,0.026879,-0.001890,0.042218,0.051084,-0.060649,0.057391,0.076336,-0.037907,0.020926,0.000789,-0.059594,0.055785
20473,170.608333,0.026890,-0.001875,0.042172,0.051094,-0.060644,0.057344,0.076351,-0.037896,0.020862,0.000796,-0.059591,0.055738
20474,170.616667,0.026880,-0.001889,0.042214,0.051081,-0.060646,0.057400,0.076334,-0.037903,0.020910,0.000788,-0.059596,0.055761
20475,170.625000,0.026885,-0.001893,0.042170,0.051084,-0.060653,0.057375,0.076337,-0.037910,0.020885,0.000788,-0.059602,0.055745
20476,170.633333,0.026881,-0.001901,0.042251,0.051074,-0.060654,0.057453,0.076335,-0.037909,0.020926,0.000787,-0.059598,0.055766
20477,170.641667,0.026892,-0.001897,0.042155,0.051102,-0.060649,0.057290,0.076346,-0.037909,0.020860,0.000786,-0.059601,0.055748
20478,170.650000,0.026895,-0.001892,0.042121,0.051087,-0.060653,0.057341,0.076343,-0.037905,0.020865,0.000789,-0.059596,0.055690
20479,170.658333,0.026900,-0.001887,0.042123,0.051100,-0.060644,0.057318,0.076360,-0.037893,0.020801,0.000817,-0.059608,0.056109
20480,170.666667,0.026889,-0.001907,0.042178,0.051082,-0.060651,0.057405,0.076343,-0.037903,0.020853,0.000784,-0.059597,0.055752
20481,170.675000,0.026890,-0.001910,0.042163,0.051099,-0.060647,0.057294,0.076339,-0.037910,0.020874,0.000788,-0.059602,0.055738
20482,170.683333,0.026902,-0.001902,0.042067,0.051111,-0.060645,0.057221,0.076356,-0.037906,0.020781,0.000793,-0.059598,0.055671
20483,170.691667,0.026888,-0.001933,0.042186,0.051076,-0.060661,0.057438,0.076336,-0.037920,0.020893,0.000786,-0.059604,0.055747
20484,170.700000,0.026902,-0.001927,0.042081,0.051091,-0.060667,0.057378,0.076352,-0.037916,0.020805,0.000792,-0.059605,0.055680
20485,170.708333,0.026887,-0.001932,0.042243,0.051088,-0.060646,0.057384,0.076325,-0.037906,0.020957,0.000786,-0.059597,0.055784
20486,170.716667,0.026918,-0.001907,0.042034,0.051120,-0.060634,0.057214,0.076371,-0.037892,0.020774,0.000798,-0.059590,0.055666
20487,170.725000,0.026888,-0.001938,0.042221,0.051068,-0.060650,0.057466,0.076326,-0.037902,0.020962,0.000784,-0.059596,0.055804
20488,170.733333,0.026909,-0.001938,0.042072,0.051111,-0.060647,0.057251,0.076362,-0.037906,0.020773,0.000795,-0.059597,0.055707
20489,170.741667,0.026876,-0.001976,0.042318,0.051064,-0.060666,0.057502,0.076310,-0.037923,0.021029,0.000783,-0.059605,0.055845
20490,170.750000,0.026911,-0.001959,0.042067,0.051115,-0.060662,0.057299,0.076360,-0.037919,0.020792,0.000797,-0.059607,0.055686
20491,170.758333,0.026880,-0.001963,0.042259,0.051069,-0.060652,0.057477,0.076319,-0.037904,0.020981,0.000783,-0.059597,0.055790
20492,170.766667,0.026908,-0.001950,0.042088,0.051098,-0.060656,0.057366,0.076364,-0.037897,0.020779,0.000794,-0.059596,0.055719
20493,170.775000,0.026898,-0.001964,0.042192,0.051082,-0.060652,0.057404,0.076339,-0.037906,0.020919,0.000792,-0.059596,0.055750
20494,170.783333,0.026906,-0.001965,0.042110,0.051107,-0.060653,0.057314,0.076357,-0.037909,0.020808,0.000791,-0.059599,0.055719
20495,170.791667,0.026903,-0.001964,0.042084,0.051090,-0.060653,0.057321,0.076352,-0.037905,0.020815,0.000814,-0.059614,0.056098
20496,170.800000,0.026899,-0.001970,0.042181,0.051082,-0.060652,0.057403,0.076340,-0.037906,0.020904,0.000787,-0.059598,0.055757
20497,170.808333,0.026898,-0.001980,0.042200,0.051081,-0.060654,0.057423,0.076336,-0.037908,0.020920,0.000788,-0.059602,0.055772
20498,170.816667,0.026899,-0.001971,0.042146,0.051078,-0.060650,0.057386,0.076339,-0.037904,0.020860,0.000791,-0.059597,0.055711
20499,170.825000,0.026912,-0.001965,0.042121,0.051100,-0.060637,0.057302,0.076347,-0.037898,0.020855,0.000792,-0.059592,0.055751
20500,170.833333,0.026903,-0.001985,0.042169,0.051080,-0.060658,0.057422,0.076330,-0.037918,0.020940,0.000786,-0.059604,0.055783
20501,170.841667,0.026913,-0.001990,0.042086,0.051102,-0.060663,0.057327,0.076351,-0.037924,0.020823,0.000792,-0.059606,0.055704
20502,170.850000,0.026911,-0.001978,0.042131,0.051091,-0.060648,0.057346,0.076340,-0.037902,0.020876,0.000793,-0.059596,0.055725
20503,170.858333,0.026911,-0.001978,0.042131,0.051091,-0.060648,0.057346,0.076340,-0.037902,0.020876,0.000793,-0.059596,0.055725
20504,170.866667,0.026915,-0.001989,0.042112,0.051101,-0.060649,0.057293,0.076352,-0.037909,0.020821,0.000794,-0.059597,0.055686
20505,170.875000,0.026919,-0.001984,0.042111,0.051097,-0.060648,0.057334,0.076358,-0.037900,0.020818,0.000820,-0.059610,0.056098
20506,170.883333,0.026917,-0.001991,0.042125,0.051090,-0.060650,0.057350,0.076342,-0.037907,0.020853,0.000788,-0.059596,0.055736
20507,170.891667,0.026910,-0.002005,0.042205,0.051075,-0.060658,0.057430,0.076331,-0.037910,0.020911,0.000786,-0.059600,0.055777
20508,170.900000,0.026915,-0.002005,0.042172,0.051086,-0.060653,0.057377,0.076335,-0.037910,0.020919,0.000793,-0.059599,0.055743
20509,170.908333,0.026922,-0.001998,0.042100,0.051106,-0.060643,0.057271,0.076349,-0.037905,0.020843,0.000793,-0.059597,0.055725
20510,170.916667,0.026921,-0.002007,0.042091,0.051087,-0.060655,0.057360,0.076346,-0.037906,0.020842,0.000791,-0.059599,0.055695
20511,170.925000,0.026921,-0.002005,0.042111,0.051085,-0.060646,0.057354,0.076340,-0.037901,0.020866,0.000790,-0.059594,0.055751
20512,170.933333,0.026914,-0.002026,0.042136,0.051091,-0.060654,0.057341,0.076338,-0.037913,0.020885,0.000788,-0.059598,0.055730
20513,170.941667,0.026914,-0.002026,0.042136,0.051091,-0.060654,0.057341,0.076338,-0.037913,0.020885,0.000788,-0.059598,0.055730
20514,170.950000,0.026917,-0.002035,0.042148,0.051085,-0.060661,0.057380,0.076342,-0.037914,0.020863,0.000787,-0.059601,0.055734
20515,170.958333,0.026930,-0.002024,0.042065,0.051092,-0.060654,0.057334,0.076350,-0.037907,0.020828,0.000789,-0.059596,0.055741
20516,170.966667,0.026926,-0.002031,0.042134,0.051086,-0.060649,0.057401,0.076334,-0.037906,0.020926,0.000817,-0.059612,0.056121
20517,170.975000,0.026932,-0.002037,0.042057,0.051094,-0.060655,0.057312,0.076356,-0.037909,0.020796,0.000793,-0.059600,0.055683
20518,170.983333,0.026918,-0.002049,0.042164,0.051076,-0.060656,0.057431,0.076325,-0.037912,0.020963,0.000783,-0.059601,0.055786
20519,170.991667,0.026940,-0.002043,0.042039,0.051104,-0.060652,0.057283,0.076362,-0.037905,0.020775,0.000795,-0.059600,0.055699
20520,171.000000,0.026918,-0.002063,0.042193,0.051075,-0.060656,0.057443,0.076331,-0.037915,0.020944,0.000783,-0.059601,0.055793
20521,171.008333,0.026935,-0.002043,0.042050,0.051095,-0.060646,0.057328,0.076363,-0.037896,0.020790,0.000791,-0.059593,0.055701
20522,171.016667,0.026919,-0.002057,0.042186,0.051073,-0.060653,0.057474,0.076328,-0.037900,0.020967,0.000787,-0.059596,0.055778
20523,171.025000,0.026937,-0.002062,0.042052,0.051110,-0.060651,0.057261,0.076357,-0.037908,0.020815,0.000794,-0.059600,0.055697
20524,171.033333,0.026914,-0.002084,0.042234,0.051068,-0.060663,0.057468,0.076323,-0.037918,0.020970,0.000783,-0.059604,0.055815
20525,171.041667,0.026930,-0.002073,0.042128,0.051089,-0.060657,0.057367,0.076352,-0.037908,0.020839,0.000795,-0.059597,0.055708
20526,171.050000,0.026922,-0.002073,0.042184,0.051081,-0.060644,0.057410,0.076338,-0.037900,0.020890,0.000788,-0.059595,0.055749
20527,171.058333,0.026939,-0.002069,0.042046,0.051098,-0.060652,0.057321,0.076359,-0.037904,0.020798,0.000796,-0.059597,0.055702
20528,171.066667,0.026939,-0.002071,0.042067,0.051091,-0.060650,0.057341,0.076353,-0.037903,0.020829,0.000793,-0.059594,0.055714
20529,171.075000,0.026930,-0.002086,0.042144,0.051076,-0.060655,0.057429,0.076332,-0.037909,0.020924,0.000790,-0.059597,0.055740
20530,171.083333,0.026937,-0.002081,0.042062,0.051107,-0.060641,0.057256,0.076353,-0.037901,0.020805,0.000792,-0.059599,0.055703
20531,171.091667,0.026924,-0.002093,0.042165,0.051076,-0.060648,0.057422,0.076332,-0.037905,0.020922,0.000785,-0.059599,0.055764
20532,171.100000,0.026934,-0.002102,0.042099,0.051090,-0.060666,0.057390,0.076342,-0.037916,0.020866,0.000789,-0.059606,0.055724
20533,171.108333,0.026928,-0.002102,0.042121,0.051080,-0.060658,0.057394,0.076340,-0.037914,0.020856,0.000787,-0.059599,0.055729
20534,171.116667,0.026944,-0.002091,0.042025,0.051108,-0.060652,0.057298,0.076357,-0.037905,0.020803,0.000793,-0.059599,0.055700
20535,171.125000,0.026936,-0.002098,0.042077,0.051084,-0.060651,0.057380,0.076345,-0.037902,0.020860,0.000791,-0.059596,0.055738
20536,171.133333,0.026942,-0.002101,0.042057,0.051097,-0.060658,0.057366,0.076355,-0.037901,0.020810,0.000797,-0.059600,0.055697
20537,171.141667,0.026924,-0.002122,0.042168,0.051068,-0.060660,0.057463,0.076319,-0.037917,0.020959,0.000786,-0.059601,0.055801
20538,171.150000,0.026946,-0.002115,0.042031,0.051097,-0.060658,0.057300,0.076364,-0.037912,0.020769,0.000791,-0.059599,0.055695
20539,171.158333,0.026935,-0.002127,0.042112,0.051077,-0.060664,0.057476,0.076338,-0.037916,0.020913,0.000813,-0.059620,0.056116
20540,171.166667,0.026947,-0.002124,0.042034,0.051095,-0.060651,0.057332,0.076357,-0.037910,0.020819,0.000795,-0.059601,0.055707
20541,171.175000,0.026931,-0.002137,0.042169,0.051073,-0.060654,0.057453,0.076328,-0.037907,0.020936,0.000785,-0.059600,0.055790
20542,171.183333,0.026953,-0.002125,0.042018,0.051093,-0.060650,0.057344,0.076363,-0.037902,0.020788,0.000798,-0.059596,0.055684
20543,171.191667,0.026968,-0.002138,0.042012,0.051110,-0.060643,0.057267,0.076367,-0.037903,0.020775,0.000796,-0.059595,0.055711
20544,171.200000,0.026968,-0.002138,0.042012,0.051110,-0.060643,0.057267,0.076367,-0.037903,0.020775,0.000796,-0.059595,0.055711
20545,171.208333,0.026953,-0.002150,0.042160,0.051086,-0.060642,0.057406,0.076332,-0.037903,0.020950,0.000787,-0.059596,0.055803
20546,171.216667,0.026968,-0.002156,0.042070,0.051108,-0.060652,0.057311,0.076352,-0.037909,0.020842,0.000794,-0.059602,0.055739
20547,171.225000,0.026957,-0.002163,0.042157,0.051077,-0.060657,0.057436,0.076327,-0.037908,0.020959,0.000786,-0.059597,0.055791
20548,171.233333,0.026971,-0.002161,0.042059,0.051095,-0.060655,0.057371,0.076354,-0.037908,0.020835,0.000795,-0.059599,0.055713
20549,171.241667,0.026967,-0.002170,0.042066,0.051087,-0.060665,0.057403,0.076340,-0.037916,0.020859,0.000787,-0.059603,0.055749
20550,171.250000,0.026981,-0.002153,0.041947,0.051106,-0.060650,0.057248,0.076363,-0.037901,0.020752,0.000794,-0.059596,0.055632
20551,171.258333,0.026965,-0.002162,0.042091,0.051082,-0.060645,0.057399,0.076338,-0.037899,0.020902,0.000785,-0.059593,0.055769
20552,171.266667,0.026973,-0.002171,0.042023,0.051088,-0.060662,0.057393,0.076353,-0.037912,0.020819,0.000790,-0.059603,0.055737
20553,171.275000,0.026969,-0.002174,0.042051,0.051098,-0.060649,0.057304,0.076345,-0.037906,0.020858,0.000788,-0.059600,0.055744
20554,171.283333,0.026959,-0.002185,0.042132,0.051074,-0.060653,0.057443,0.076323,-0.037909,0.020965,0.000787,-0.059601,0.055764
20555,171.291667,0.026970,-0.002189,0.042053,0.051082,-0.060657,0.057396,0.076340,-0.037914,0.020888,0.000787,-0.059600,0.055753
20556,171.300000,0.026962,-0.002192,0.042068,0.051073,-0.060661,0.057423,0.076331,-0.037919,0.020907,0.000788,-0.059605,0.055749
20557,171.308333,0.026963,-0.002192,0.042079,0.051077,-0.060656,0.057401,0.076331,-0.037909,0.020914,0.000787,-0.059601,0.055745
20558,171.316667,0.026963,-0.002192,0.042079,0.051077,-0.060656,0.057401,0.076331,-0.037909,0.020914,0.000787,-0.059601,0.055745
20559,171.325000,0.026985,-0.002185,0.041967,0.051114,-0.060648,0.057296,0.076371,-0.037898,0.020756,0.000801,-0.059594,0.055665
20560,171.333333,0.026958,-0.002197,0.042142,0.051075,-0.060648,0.057428,0.076330,-0.037903,0.020948,0.000785,-0.059596,0.055776
20561,171.341667,0.026983,-0.002203,0.041993,0.051113,-0.060657,0.057301,0.076356,-0.037914,0.020808,0.000795,-0.059599,0.055685
20562,171.350000,0.026959,-0.002219,0.042161,0.051066,-0.060658,0.057485,0.076316,-0.037918,0.021000,0.000780,-0.059604,0.055823
20563,171.358333,0.026986,-0.002211,0.041988,0.051097,-0.060667,0.057380,0.076357,-0.037913,0.020823,0.000795,-0.059604,0.055725
20564,171.366667,0.026974,-0.002203,0.042066,0.051095,-0.060641,0.057336,0.076331,-0.037902,0.020918,0.000791,-0.059595,0.055730
20565,171.375000,0.026978,-0.002213,0.042077,0.051082,-0.060648,0.057404,0.076344,-0.037907,0.020886,0.000793,-0.059597,0.055731
20566,171.383333,0.026973,-0.002214,0.042075,0.051078,-0.060646,0.057427,0.076331,-0.037902,0.020935,0.000789,-0.059599,0.055779
20567,171.391667,0.026983,-0.002209,0.041955,0.051100,-0.060648,0.057285,0.076358,-0.037898,0.020788,0.000796,-0.059595,0.055669
20568,171.400000,0.026980,-0.002228,0.042045,0.051092,-0.060654,0.057337,0.076346,-0.037909,0.020869,0.000788,-0.059597,0.055766
20569,171.408333,0.026982,-0.002231,0.041981,0.051085,-0.060661,0.057362,0.076350,-0.037913,0.020827,0.000790,-0.059601,0.055725
20570,171.416667,0.026972,-0.002238,0.042054,0.051079,-0.060659,0.057412,0.076327,-0.037913,0.020953,0.000788,-0.059602,0.055754
20571,171.425000,0.026978,-0.002230,0.041998,0.051084,-0.060645,0.057380,0.076340,-0.037898,0.020875,0.000788,-0.059594,0.055753
20572,171.433333,0.026984,-0.002238,0.041985,0.051104,-0.060642,0.057287,0.076355,-0.037903,0.020824,0.000795,-0.059595,0.055701
20573,171.441667,0.026980,-0.002248,0.042012,0.051078,-0.060653,0.057428,0.076337,-0.037902,0.020895,0.000791,-0.059599,0.055741
20574,171.450000,0.026986,-0.002242,0.041938,0.051092,-0.060648,0.057328,0.076350,-0.037903,0.020832,0.000794,-0.059593,0.055668
20575,171.458333,,,,,,,,,,,,
20576,171.466667,0.026992,-0.002255,0.041940,0.051106,-0.060644,0.057254,0.076356,-0.037900,0.020789,0.000793,-0.059595,0.055697
20577,171.475000,0.026983,-0.002268,0.042017,0.051083,-0.060652,0.057395,0.076333,-0.037906,0.020912,0.000786,-0.059599,0.055790
20578,171.483333,0.026993,-0.002273,0.041923,0.051090,-0.060662,0.057366,0.076352,-0.037913,0.020797,0.000791,-0.059600,0.055697
20579,171.491667,0.026986,-0.002294,0.042030,0.051074,-0.060666,0.057436,0.076329,-0.037924,0.020935,0.000783,-0.059604,0.055782
20580,171.500000,0.027008,-0.002290,0.041872,0.051114,-0.060660,0.057267,0.076359,-0.037919,0.020787,0.000793,-0.059605,0.055694
20581,171.508333,0.026992,-0.002284,0.041976,0.051083,-0.060654,0.057398,0.076338,-0.037904,0.020884,0.000788,-0.059599,0.055757
20582,171.516667,0.027008,-0.002280,0.041888,0.051098,-0.060648,0.057309,0.076363,-0.037900,0.020789,0.000798,-0.059596,0.055683
20583,171.525000,0.026991,-0.002293,0.042010,0.051078,-0.060648,0.057428,0.076336,-0.037902,0.020918,0.000790,-0.059596,0.055748
20584,171.533333,0.026999,-0.002299,0.041949,0.051095,-0.060648,0.057323,0.076344,-0.037907,0.020879,0.000794,-0.059597,0.055716
20585,171.541667,0.026990,-0.002313,0.042006,0.051079,-0.060657,0.057430,0.076328,-0.037913,0.020954,0.000787,-0.059601,0.055813
20586,171.550000,0.027006,-0.002313,0.041931,0.051091,-0.060658,0.057347,0.076356,-0.037908,0.020844,0.000798,-0.059599,0.055672
20587,171.558333,0.026997,-0.002309,0.041944,0.051099,-0.060643,0.057313,0.076343,-0.037900,0.020858,0.000788,-0.059593,0.055727
20588,171.566667,0.026997,-0.002309,0.041944,0.051099,-0.060643,0.057313,0.076343,-0.037900,0.020858,0.000788,-0.059593,0.055727
