Format Version,1.21,Take Name,Take 2021-04-13 07.22.24 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-04-13 07.22.24 PM,Total Frames in Take,22555,Total Exported Frames,22555,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001,Unlabeled:5002,Unlabeled:5002,Unlabeled:5002,Unlabeled:5003,Unlabeled:5003,Unlabeled:5003
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138B","8392B20CF49E3570138B","8392B20CF49E3570138B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3933,32.775000,0.042572,-0.003329,0.040432,0.078180,-0.052814,0.044394,0.086141,-0.026874,0.002565,0.030850,-0.061236,0.060477
3934,32.783333,0.042573,-0.003330,0.040429,0.078185,-0.052814,0.044391,0.086147,-0.026872,0.002563,0.030850,-0.061238,0.060494
3935,32.791667,0.042574,-0.003333,0.040425,0.078176,-0.052817,0.044413,0.086139,-0.026877,0.002581,0.030848,-0.061236,0.060495
3936,32.800000,0.042583,-0.003329,0.040364,0.078178,-0.052820,0.044407,0.086147,-0.026879,0.002535,0.030851,-0.061240,0.060460
3937,32.808333,0.042578,-0.003330,0.040395,0.078182,-0.052815,0.044385,0.086152,-0.026876,0.002527,0.030852,-0.061237,0.060475
3938,32.816667,0.042578,-0.003330,0.040395,0.078182,-0.052815,0.044385,0.086152,-0.026876,0.002527,0.030852,-0.061237,0.060475
3939,32.825000,0.042568,-0.003331,0.040449,0.078182,-0.052814,0.044406,0.086139,-0.026875,0.002593,0.030847,-0.061234,0.060490
3940,32.833333,0.042572,-0.003332,0.040443,0.078176,-0.052816,0.044415,0.086141,-0.026874,0.002578,0.030850,-0.061239,0.060486
3941,32.841667,0.042576,-0.003334,0.040421,0.078183,-0.052820,0.044383,0.086145,-0.026878,0.002566,0.030852,-0.061243,0.060475
3942,32.850000,0.042580,-0.003336,0.040402,0.078184,-0.052823,0.044377,0.086147,-0.026884,0.002551,0.030853,-0.061246,0.060453
3943,32.858333,0.042581,-0.003330,0.040380,0.078185,-0.052816,0.044375,0.086148,-0.026878,0.002540,0.030853,-0.061239,0.060460
3944,32.866667,0.042574,-0.003330,0.040411,0.078173,-0.052815,0.044423,0.086143,-0.026875,0.002571,0.030852,-0.061238,0.060475
3945,32.875000,0.042571,-0.003331,0.040439,0.078180,-0.052816,0.044406,0.086148,-0.026872,0.002557,0.030853,-0.061232,0.060483
3946,32.883333,0.042577,-0.003334,0.040415,0.078175,-0.052816,0.044426,0.086140,-0.026874,0.002589,0.030852,-0.061237,0.060480
3947,32.891667,0.042576,-0.003332,0.040412,0.078189,-0.052823,0.044347,0.086149,-0.026878,0.002528,0.030854,-0.061240,0.060458
3948,32.900000,0.042581,-0.003331,0.040390,0.078184,-0.052819,0.044385,0.086150,-0.026876,0.002535,0.030854,-0.061239,0.060473
3949,32.908333,0.042579,-0.003335,0.040416,0.078187,-0.052816,0.044353,0.086150,-0.026877,0.002531,0.030857,-0.061238,0.060436
3950,32.916667,0.042574,-0.003331,0.040427,0.078177,-0.052817,0.044418,0.086143,-0.026876,0.002571,0.030851,-0.061237,0.060494
3951,32.925000,0.042573,-0.003331,0.040433,0.078179,-0.052814,0.044394,0.086139,-0.026874,0.002579,0.030852,-0.061234,0.060460
3952,32.933333,0.042576,-0.003331,0.040421,0.078177,-0.052816,0.044412,0.086142,-0.026876,0.002573,0.030850,-0.061241,0.060469
3953,32.941667,0.042581,-0.003333,0.040386,0.078186,-0.052823,0.044377,0.086155,-0.026878,0.002517,0.030849,-0.061240,0.060472
3954,32.950000,0.042580,-0.003331,0.040397,0.078191,-0.052824,0.044350,0.086146,-0.026882,0.002562,0.030852,-0.061243,0.060473
3955,32.958333,0.042581,-0.003328,0.040382,0.078190,-0.052816,0.044348,0.086149,-0.026875,0.002538,0.030851,-0.061238,0.060471
3956,32.966667,0.042573,-0.003327,0.040419,0.078179,-0.052817,0.044403,0.086141,-0.026875,0.002556,0.030848,-0.061239,0.060503
3957,32.975000,0.042574,-0.003332,0.040439,0.078180,-0.052816,0.044413,0.086140,-0.026876,0.002588,0.030849,-0.061236,0.060494
3958,32.983333,0.042576,-0.003331,0.040411,0.078185,-0.052815,0.044373,0.086143,-0.026877,0.002575,0.030853,-0.061238,0.060463
3959,32.991667,0.042578,-0.003335,0.040405,0.078181,-0.052820,0.044388,0.086145,-0.026882,0.002549,0.030855,-0.061240,0.060450
3960,33.000000,0.042583,-0.003328,0.040372,0.078189,-0.052819,0.044350,0.086153,-0.026876,0.002521,0.030852,-0.061243,0.060454
3961,33.008333,0.042577,-0.003330,0.040413,0.078184,-0.052819,0.044374,0.086153,-0.026876,0.002539,0.030852,-0.061240,0.060462
3962,33.016667,0.042572,-0.003334,0.040438,0.078175,-0.052818,0.044418,0.086141,-0.026879,0.002591,0.030853,-0.061237,0.060464
3963,33.025000,0.042575,-0.003329,0.040410,0.078176,-0.052814,0.044421,0.086141,-0.026875,0.002557,0.030867,-0.061238,0.060412
3964,33.033333,0.042576,-0.003333,0.040415,0.078179,-0.052818,0.044408,0.086141,-0.026881,0.002571,0.030850,-0.061241,0.060491
3965,33.041667,0.042583,-0.003333,0.040367,0.078187,-0.052820,0.044354,0.086153,-0.026880,0.002519,0.030853,-0.061243,0.060456
3966,33.050000,0.042584,-0.003330,0.040361,0.078191,-0.052820,0.044350,0.086150,-0.026880,0.002547,0.030859,-0.061238,0.060434
3967,33.058333,0.042572,-0.003328,0.040441,0.078176,-0.052815,0.044430,0.086139,-0.026873,0.002593,0.030849,-0.061235,0.060490
3968,33.066667,0.042572,-0.003328,0.040441,0.078176,-0.052815,0.044430,0.086139,-0.026873,0.002593,0.030849,-0.061235,0.060490
3969,33.075000,0.042572,-0.003337,0.040467,0.078180,-0.052820,0.044415,0.086138,-0.026875,0.002582,0.030850,-0.061236,0.060503
3970,33.083333,0.042582,-0.003330,0.040380,0.078183,-0.052821,0.044387,0.086149,-0.026877,0.002521,0.030853,-0.061239,0.060474
3971,33.091667,0.042582,-0.003333,0.040384,0.078188,-0.052818,0.044355,0.086147,-0.026878,0.002550,0.030857,-0.061242,0.060443
3972,33.100000,0.042580,-0.003325,0.040407,0.078186,-0.052811,0.044384,0.086147,-0.026874,0.002555,0.030849,-0.061239,0.060502
3973,33.108333,0.042580,-0.003325,0.040407,0.078186,-0.052811,0.044384,0.086147,-0.026874,0.002555,0.030849,-0.061239,0.060502
3974,33.116667,0.042574,-0.003329,0.040424,0.078179,-0.052816,0.044407,0.086147,-0.026876,0.002567,0.030851,-0.061236,0.060478
3975,33.125000,0.042576,-0.003331,0.040413,0.078180,-0.052815,0.044400,0.086137,-0.026876,0.002604,0.030849,-0.061238,0.060485
3976,33.133333,0.042579,-0.003334,0.040394,0.078182,-0.052819,0.044374,0.086147,-0.026881,0.002546,0.030851,-0.061240,0.060459
3977,33.141667,0.042582,-0.003331,0.040376,0.078185,-0.052821,0.044374,0.086148,-0.026880,0.002534,0.030855,-0.061239,0.060427
3978,33.150000,0.042581,-0.003329,0.040372,0.078185,-0.052817,0.044370,0.086151,-0.026875,0.002529,0.030855,-0.061236,0.060444
3979,33.158333,0.042578,-0.003331,0.040425,0.078180,-0.052815,0.044397,0.086142,-0.026876,0.002572,0.030847,-0.061236,0.060500
3980,33.166667,0.042576,-0.003327,0.040412,0.078178,-0.052811,0.044407,0.086141,-0.026873,0.002580,0.030849,-0.061235,0.060480
3981,33.175000,0.042575,-0.003332,0.040416,0.078178,-0.052822,0.044407,0.086143,-0.026879,0.002566,0.030847,-0.061240,0.060513
3982,33.183333,0.042584,-0.003332,0.040372,0.078190,-0.052821,0.044339,0.086156,-0.026875,0.002514,0.030857,-0.061242,0.060459
3983,33.191667,0.042584,-0.003333,0.040382,0.078186,-0.052818,0.044368,0.086146,-0.026880,0.002553,0.030855,-0.061242,0.060452
3984,33.200000,0.042581,-0.003330,0.040390,0.078189,-0.052817,0.044347,0.086149,-0.026878,0.002545,0.030854,-0.061242,0.060456
3985,33.208333,0.042579,-0.003329,0.040411,0.078179,-0.052818,0.044403,0.086141,-0.026874,0.002587,0.030853,-0.061236,0.060483
3986,33.216667,0.042575,-0.003331,0.040442,0.078181,-0.052814,0.044389,0.086139,-0.026876,0.002593,0.030850,-0.061235,0.060484
3987,33.225000,0.042579,-0.003333,0.040399,0.078181,-0.052820,0.044401,0.086145,-0.026878,0.002567,0.030846,-0.061239,0.060492
3988,33.233333,0.042583,-0.003333,0.040385,0.078183,-0.052822,0.044376,0.086151,-0.026876,0.002521,0.030856,-0.061238,0.060433
3989,33.241667,0.042581,-0.003337,0.040393,0.078193,-0.052818,0.044333,0.086151,-0.026877,0.002542,0.030854,-0.061241,0.060460
3990,33.250000,0.042582,-0.003330,0.040391,0.078181,-0.052815,0.044386,0.086143,-0.026880,0.002580,0.030855,-0.061235,0.060468
3991,33.258333,0.042576,-0.003331,0.040436,0.078183,-0.052813,0.044386,0.086147,-0.026872,0.002543,0.030849,-0.061237,0.060496
3992,33.266667,0.042576,-0.003330,0.040418,0.078178,-0.052815,0.044399,0.086139,-0.026875,0.002588,0.030849,-0.061239,0.060490
3993,33.275000,0.042579,-0.003335,0.040416,0.078180,-0.052819,0.044392,0.086149,-0.026876,0.002532,0.030853,-0.061238,0.060459
3994,33.283333,0.042580,-0.003334,0.040402,0.078184,-0.052818,0.044378,0.086155,-0.026879,0.002523,0.030853,-0.061244,0.060452
3995,33.291667,0.042583,-0.003331,0.040397,0.078188,-0.052819,0.044352,0.086153,-0.026876,0.002513,0.030853,-0.061238,0.060460
3996,33.300000,0.042574,-0.003331,0.040432,0.078179,-0.052817,0.044408,0.086148,-0.026874,0.002546,0.030848,-0.061223,0.060392
3997,33.308333,0.042578,-0.003326,0.040406,0.078180,-0.052811,0.044410,0.086139,-0.026872,0.002581,0.030847,-0.061238,0.060490
3998,33.316667,0.042576,-0.003334,0.040443,0.078183,-0.052815,0.044385,0.086148,-0.026878,0.002555,0.030850,-0.061239,0.060497
3999,33.325000,0.042579,-0.003337,0.040422,0.078182,-0.052822,0.044379,0.086144,-0.026881,0.002568,0.030855,-0.061243,0.060452
4000,33.333333,0.042584,-0.003335,0.040392,0.078183,-0.052820,0.044381,0.086149,-0.026878,0.002524,0.030852,-0.061240,0.060459
4001,33.341667,0.042582,-0.003332,0.040372,0.078186,-0.052819,0.044364,0.086153,-0.026879,0.002518,0.030854,-0.061237,0.060439
4002,33.350000,0.042576,-0.003328,0.040416,0.078179,-0.052814,0.044386,0.086147,-0.026873,0.002538,0.030851,-0.061235,0.060475
4003,33.358333,0.042574,-0.003331,0.040441,0.078181,-0.052811,0.044408,0.086144,-0.026871,0.002567,0.030847,-0.061234,0.060506
4004,33.366667,0.042579,-0.003334,0.040427,0.078176,-0.052819,0.044431,0.086147,-0.026875,0.002567,0.030850,-0.061237,0.060485
4005,33.375000,0.042582,-0.003332,0.040388,0.078183,-0.052822,0.044385,0.086152,-0.026877,0.002516,0.030849,-0.061239,0.060464
4006,33.383333,0.042583,-0.003337,0.040401,0.078184,-0.052823,0.044379,0.086151,-0.026878,0.002528,0.030874,-0.061244,0.060365
4007,33.391667,0.042583,-0.003331,0.040404,0.078181,-0.052816,0.044405,0.086148,-0.026878,0.002553,0.030855,-0.061236,0.060449
4008,33.400000,0.042576,-0.003331,0.040439,0.078179,-0.052814,0.044397,0.086139,-0.026876,0.002587,0.030851,-0.061236,0.060470
4009,33.408333,0.042576,-0.003331,0.040439,0.078179,-0.052814,0.044397,0.086139,-0.026876,0.002587,0.030851,-0.061236,0.060470
4010,33.416667,0.042583,-0.003334,0.040383,0.078187,-0.052821,0.044359,0.086149,-0.026879,0.002548,0.030851,-0.061237,0.060451
4011,33.425000,0.042583,-0.003334,0.040383,0.078187,-0.052821,0.044359,0.086149,-0.026879,0.002548,0.030851,-0.061237,0.060451
4012,33.433333,0.042585,-0.003333,0.040384,0.078180,-0.052818,0.044396,0.086152,-0.026878,0.002534,0.030854,-0.061239,0.060459
4013,33.441667,0.042580,-0.003332,0.040399,0.078181,-0.052814,0.044397,0.086149,-0.026880,0.002546,0.030850,-0.061239,0.060488
4014,33.450000,0.042579,-0.003330,0.040438,0.078176,-0.052816,0.044431,0.086144,-0.026874,0.002592,0.030847,-0.061238,0.060500
4015,33.458333,0.042575,-0.003332,0.040443,0.078177,-0.052812,0.044414,0.086139,-0.026873,0.002588,0.030864,-0.061226,0.060333
4016,33.466667,0.042580,-0.003334,0.040411,0.078183,-0.052818,0.044377,0.086151,-0.026876,0.002533,0.030853,-0.061240,0.060454
4017,33.475000,0.042586,-0.003333,0.040360,0.078189,-0.052821,0.044366,0.086147,-0.026883,0.002560,0.030850,-0.061237,0.060462
4018,33.483333,0.042587,-0.003332,0.040383,0.078187,-0.052817,0.044370,0.086151,-0.026877,0.002534,0.030855,-0.061240,0.060448
4019,33.491667,0.042577,-0.003330,0.040425,0.078174,-0.052814,0.044432,0.086147,-0.026875,0.002557,0.030851,-0.061234,0.060494
4020,33.500000,0.042578,-0.003328,0.040425,0.078181,-0.052811,0.044394,0.086143,-0.026872,0.002569,0.030844,-0.061227,0.060423
4021,33.508333,0.042579,-0.003330,0.040415,0.078177,-0.052816,0.044411,0.086143,-0.026873,0.002562,0.030850,-0.061240,0.060475
4022,33.516667,0.042586,-0.003335,0.040389,0.078182,-0.052819,0.044394,0.086142,-0.026878,0.002563,0.030852,-0.061239,0.060466
4023,33.525000,0.042585,-0.003331,0.040359,0.078182,-0.052821,0.044399,0.086147,-0.026882,0.002554,0.030853,-0.061238,0.060451
4024,33.533333,0.042583,-0.003332,0.040393,0.078187,-0.052818,0.044356,0.086150,-0.026877,0.002529,0.030852,-0.061236,0.060454
4025,33.541667,0.042578,-0.003332,0.040431,0.078176,-0.052813,0.044421,0.086145,-0.026876,0.002569,0.030869,-0.061238,0.060394
4026,33.550000,0.042578,-0.003332,0.040428,0.078177,-0.052813,0.044409,0.086144,-0.026875,0.002576,0.030849,-0.061237,0.060489
4027,33.558333,0.042576,-0.003335,0.040421,0.078175,-0.052818,0.044427,0.086135,-0.026879,0.002604,0.030850,-0.061238,0.060479
4028,33.566667,0.042584,-0.003334,0.040383,0.078190,-0.052820,0.044343,0.086146,-0.026881,0.002546,0.030852,-0.061238,0.060460
4029,33.575000,0.042585,-0.003331,0.040385,0.078186,-0.052822,0.044357,0.086151,-0.026879,0.002519,0.030853,-0.061242,0.060449
4030,33.583333,0.042585,-0.003329,0.040400,0.078189,-0.052818,0.044362,0.086153,-0.026874,0.002516,0.030869,-0.061239,0.060392
4031,33.591667,0.042576,-0.003331,0.040443,0.078175,-0.052817,0.044417,0.086147,-0.026874,0.002549,0.030853,-0.061234,0.060476
4032,33.600000,0.042577,-0.003333,0.040445,0.078174,-0.052815,0.044432,0.086146,-0.026871,0.002555,0.030845,-0.061236,0.060488
4033,33.608333,0.042580,-0.003337,0.040426,0.078183,-0.052819,0.044390,0.086144,-0.026880,0.002560,0.030849,-0.061241,0.060486
4034,33.616667,0.042585,-0.003334,0.040380,0.078187,-0.052822,0.044364,0.086150,-0.026879,0.002524,0.030853,-0.061240,0.060460
4035,33.625000,0.042586,-0.003334,0.040385,0.078185,-0.052819,0.044376,0.086149,-0.026877,0.002546,0.030854,-0.061241,0.060448
4036,33.633333,0.042581,-0.003329,0.040399,0.078181,-0.052816,0.044386,0.086144,-0.026875,0.002560,0.030853,-0.061240,0.060476
4037,33.641667,0.042580,-0.003331,0.040426,0.078183,-0.052813,0.044396,0.086140,-0.026874,0.002586,0.030851,-0.061238,0.060479
4038,33.650000,0.042578,-0.003332,0.040440,0.078177,-0.052814,0.044411,0.086147,-0.026875,0.002548,0.030846,-0.061236,0.060516
4039,33.658333,0.042581,-0.003337,0.040406,0.078178,-0.052818,0.044397,0.086144,-0.026879,0.002557,0.030850,-0.061241,0.060477
4040,33.666667,0.042583,-0.003336,0.040403,0.078186,-0.052820,0.044364,0.086153,-0.026876,0.002526,0.030852,-0.061241,0.060457
4041,33.675000,0.042586,-0.003331,0.040394,0.078185,-0.052820,0.044370,0.086153,-0.026873,0.002509,0.030854,-0.061241,0.060458
4042,33.683333,0.042579,-0.003331,0.040424,0.078176,-0.052814,0.044419,0.086149,-0.026875,0.002548,0.030848,-0.061240,0.060487
4043,33.691667,0.042583,-0.003330,0.040410,0.078179,-0.052814,0.044396,0.086142,-0.026875,0.002574,0.030850,-0.061235,0.060475
4044,33.700000,0.042584,-0.003334,0.040400,0.078182,-0.052817,0.044382,0.086145,-0.026877,0.002569,0.030854,-0.061240,0.060460
4045,33.708333,0.042584,-0.003334,0.040400,0.078182,-0.052817,0.044382,0.086145,-0.026877,0.002569,0.030854,-0.061240,0.060460
4046,33.716667,0.042584,-0.003333,0.040389,0.078184,-0.052818,0.044376,0.086147,-0.026882,0.002539,0.030853,-0.061238,0.060456
4047,33.725000,0.042584,-0.003332,0.040402,0.078189,-0.052819,0.044358,0.086157,-0.026876,0.002488,0.030848,-0.061237,0.060478
4048,33.733333,0.042581,-0.003331,0.040415,0.078184,-0.052815,0.044383,0.086142,-0.026877,0.002570,0.030850,-0.061236,0.060482
4049,33.741667,0.042584,-0.003327,0.040392,0.078174,-0.052813,0.044429,0.086143,-0.026873,0.002563,0.030848,-0.061236,0.060496
4050,33.750000,0.042578,-0.003338,0.040442,0.078182,-0.052815,0.044387,0.086139,-0.026874,0.002589,0.030849,-0.061238,0.060503
4051,33.758333,0.042587,-0.003335,0.040383,0.078186,-0.052821,0.044361,0.086146,-0.026883,0.002547,0.030848,-0.061239,0.060466
4052,33.766667,0.042585,-0.003334,0.040387,0.078190,-0.052820,0.044340,0.086150,-0.026878,0.002515,0.030854,-0.061239,0.060454
4053,33.775000,0.042586,-0.003331,0.040394,0.078185,-0.052818,0.044363,0.086154,-0.026874,0.002513,0.030855,-0.061239,0.060455
4054,33.783333,0.042579,-0.003336,0.040437,0.078175,-0.052814,0.044436,0.086145,-0.026872,0.002549,0.030850,-0.061239,0.060489
4055,33.791667,0.042577,-0.003333,0.040438,0.078181,-0.052815,0.044401,0.086148,-0.026873,0.002549,0.030853,-0.061239,0.060472
4056,33.800000,0.042581,-0.003336,0.040421,0.078175,-0.052819,0.044409,0.086140,-0.026878,0.002581,0.030851,-0.061239,0.060468
4057,33.808333,0.042585,-0.003333,0.040380,0.078187,-0.052820,0.044349,0.086149,-0.026881,0.002546,0.030853,-0.061240,0.060464
4058,33.816667,0.042589,-0.003332,0.040371,0.078188,-0.052819,0.044367,0.086155,-0.026877,0.002515,0.030853,-0.061239,0.060458
4059,33.825000,0.042584,-0.003334,0.040405,0.078186,-0.052816,0.044373,0.086148,-0.026877,0.002551,0.030848,-0.061239,0.060509
4060,33.833333,0.042577,-0.003333,0.040460,0.078177,-0.052815,0.044417,0.086139,-0.026875,0.002592,0.030848,-0.061236,0.060488
4061,33.841667,0.042586,-0.003332,0.040387,0.078182,-0.052818,0.044390,0.086151,-0.026878,0.002538,0.030854,-0.061240,0.060454
4062,33.850000,0.042586,-0.003332,0.040387,0.078182,-0.052818,0.044390,0.086151,-0.026878,0.002538,0.030854,-0.061240,0.060454
4063,33.858333,0.042588,-0.003332,0.040380,0.078185,-0.052821,0.044372,0.086148,-0.026879,0.002536,0.030853,-0.061241,0.060454
4064,33.866667,0.042585,-0.003335,0.040404,0.078185,-0.052818,0.044374,0.086151,-0.026876,0.002523,0.030855,-0.061237,0.060437
4065,33.875000,0.042585,-0.003331,0.040408,0.078182,-0.052814,0.044385,0.086144,-0.026873,0.002569,0.030855,-0.061234,0.060445
4066,33.883333,0.042577,-0.003335,0.040453,0.078177,-0.052817,0.044405,0.086147,-0.026872,0.002558,0.030851,-0.061236,0.060476
4067,33.891667,0.042584,-0.003332,0.040423,0.078184,-0.052814,0.044385,0.086149,-0.026872,0.002559,0.030852,-0.061237,0.060479
4068,33.900000,0.042586,-0.003333,0.040385,0.078186,-0.052820,0.044367,0.086152,-0.026878,0.002526,0.030852,-0.061239,0.060460
4069,33.908333,0.042585,-0.003337,0.040401,0.078182,-0.052822,0.044394,0.086150,-0.026881,0.002547,0.030855,-0.061239,0.060465
4070,33.916667,0.042583,-0.003333,0.040427,0.078175,-0.052815,0.044431,0.086145,-0.026874,0.002568,0.030852,-0.061238,0.060473
4071,33.925000,0.042583,-0.003333,0.040427,0.078175,-0.052815,0.044431,0.086145,-0.026874,0.002568,0.030852,-0.061238,0.060473
4072,33.933333,0.042585,-0.003327,0.040401,0.078181,-0.052815,0.044399,0.086146,-0.026872,0.002567,0.030852,-0.061236,0.060472
4073,33.941667,0.042582,-0.003335,0.040418,0.078180,-0.052817,0.044391,0.086145,-0.026878,0.002557,0.030853,-0.061242,0.060481
4074,33.950000,0.042589,-0.003336,0.040372,0.078189,-0.052821,0.044346,0.086153,-0.026877,0.002515,0.030852,-0.061239,0.060473
4075,33.958333,0.042588,-0.003332,0.040377,0.078188,-0.052820,0.044360,0.086155,-0.026874,0.002514,0.030856,-0.061236,0.060441
4076,33.966667,0.042585,-0.003333,0.040404,0.078189,-0.052817,0.044359,0.086149,-0.026877,0.002527,0.030855,-0.061236,0.060443
4077,33.975000,0.042583,-0.003331,0.040412,0.078178,-0.052816,0.044411,0.086141,-0.026874,0.002587,0.030852,-0.061237,0.060472
4078,33.983333,0.042582,-0.003331,0.040417,0.078182,-0.052817,0.044379,0.086138,-0.026873,0.002589,0.030852,-0.061234,0.060473
4079,33.991667,0.042584,-0.003336,0.040412,0.078183,-0.052819,0.044388,0.086140,-0.026880,0.002581,0.030851,-0.061236,0.060458
4080,34.000000,0.042588,-0.003334,0.040377,0.078190,-0.052819,0.044346,0.086152,-0.026878,0.002512,0.030856,-0.061240,0.060440
4081,34.008333,0.042588,-0.003334,0.040382,0.078184,-0.052820,0.044384,0.086155,-0.026879,0.002506,0.030855,-0.061236,0.060424
4082,34.016667,0.042585,-0.003333,0.040412,0.078186,-0.052814,0.044364,0.086153,-0.026875,0.002519,0.030850,-0.061238,0.060498
4083,34.025000,0.042581,-0.003333,0.040425,0.078182,-0.052817,0.044396,0.086142,-0.026876,0.002573,0.030851,-0.061237,0.060491
4084,34.033333,0.042580,-0.003334,0.040445,0.078180,-0.052810,0.044402,0.086147,-0.026874,0.002549,0.030852,-0.061237,0.060478
4085,34.041667,0.042587,-0.003332,0.040401,0.078189,-0.052817,0.044362,0.086147,-0.026876,0.002552,0.030856,-0.061235,0.060457
4086,34.050000,0.042590,-0.003339,0.040385,0.078182,-0.052823,0.044393,0.086147,-0.026880,0.002550,0.030856,-0.061237,0.060442
4087,34.058333,0.042589,-0.003332,0.040382,0.078187,-0.052822,0.044371,0.086154,-0.026874,0.002512,0.030856,-0.061240,0.060451
4088,34.066667,0.042584,-0.003334,0.040431,0.078183,-0.052820,0.044400,0.086143,-0.026874,0.002572,0.030853,-0.061238,0.060462
4089,34.075000,0.042581,-0.003332,0.040438,0.078180,-0.052815,0.044410,0.086142,-0.026871,0.002572,0.030843,-0.061224,0.060419
4090,34.083333,0.042580,-0.003333,0.040441,0.078182,-0.052812,0.044408,0.086142,-0.026873,0.002572,0.030853,-0.061231,0.060456
4091,34.091667,0.042583,-0.003338,0.040419,0.078186,-0.052819,0.044364,0.086149,-0.026882,0.002530,0.030847,-0.061239,0.060488
4092,34.100000,0.042589,-0.003335,0.040392,0.078185,-0.052818,0.044372,0.086148,-0.026879,0.002532,0.030846,-0.061239,0.060484
4093,34.108333,0.042587,-0.003335,0.040399,0.078186,-0.052820,0.044375,0.086151,-0.026878,0.002536,0.030853,-0.061239,0.060451
4094,34.116667,0.042585,-0.003327,0.040403,0.078185,-0.052812,0.044379,0.086141,-0.026874,0.002576,0.030851,-0.061234,0.060464
4095,34.125000,0.042586,-0.003329,0.040410,0.078188,-0.052808,0.044359,0.086145,-0.026872,0.002556,0.030853,-0.061234,0.060455
4096,34.133333,0.042581,-0.003337,0.040439,0.078179,-0.052816,0.044418,0.086140,-0.026878,0.002588,0.030847,-0.061239,0.060514
4097,34.141667,0.042587,-0.003334,0.040386,0.078186,-0.052819,0.044369,0.086149,-0.026876,0.002531,0.030851,-0.061240,0.060456
4098,34.150000,0.042590,-0.003335,0.040385,0.078188,-0.052822,0.044355,0.086155,-0.026880,0.002510,0.030856,-0.061242,0.060458
4099,34.158333,0.042590,-0.003335,0.040392,0.078187,-0.052819,0.044371,0.086151,-0.026877,0.002526,0.030854,-0.061239,0.060447
4100,34.166667,0.042582,-0.003332,0.040431,0.078182,-0.052815,0.044405,0.086153,-0.026870,0.002524,0.030852,-0.061233,0.060471
4101,34.175000,0.042581,-0.003332,0.040440,0.078178,-0.052813,0.044405,0.086147,-0.026871,0.002546,0.030852,-0.061235,0.060475
4102,34.183333,0.042582,-0.003335,0.040429,0.078181,-0.052817,0.044394,0.086139,-0.026880,0.002579,0.030853,-0.061237,0.060477
4103,34.191667,0.042588,-0.003338,0.040394,0.078189,-0.052823,0.044341,0.086152,-0.026880,0.002537,0.030854,-0.061238,0.060438
4104,34.200000,0.042591,-0.003335,0.040379,0.078187,-0.052821,0.044363,0.086153,-0.026876,0.002504,0.030858,-0.061239,0.060432
4105,34.208333,0.042590,-0.003332,0.040386,0.078185,-0.052816,0.044356,0.086144,-0.026878,0.002559,0.030851,-0.061237,0.060487
4106,34.216667,0.042581,-0.003332,0.040427,0.078179,-0.052816,0.044411,0.086140,-0.026876,0.002600,0.030846,-0.061237,0.060482
4107,34.225000,0.042580,-0.003335,0.040455,0.078180,-0.052817,0.044394,0.086142,-0.026876,0.002572,0.030853,-0.061234,0.060458
4108,34.233333,0.042582,-0.003336,0.040432,0.078187,-0.052817,0.044369,0.086150,-0.026877,0.002541,0.030852,-0.061237,0.060460
4109,34.241667,0.042588,-0.003336,0.040395,0.078187,-0.052819,0.044368,0.086148,-0.026877,0.002527,0.030852,-0.061241,0.060448
4110,34.250000,0.042590,-0.003332,0.040373,0.078184,-0.052819,0.044382,0.086153,-0.026876,0.002521,0.030856,-0.061238,0.060439
4111,34.258333,0.042584,-0.003334,0.040421,0.078180,-0.052815,0.044404,0.086148,-0.026875,0.002551,0.030851,-0.061234,0.060459
4112,34.266667,0.042582,-0.003332,0.040434,0.078180,-0.052813,0.044391,0.086140,-0.026875,0.002593,0.030850,-0.061230,0.060490
4113,34.275000,0.042581,-0.003334,0.040444,0.078179,-0.052811,0.044407,0.086143,-0.026872,0.002585,0.030852,-0.061236,0.060459
4114,34.283333,0.042589,-0.003331,0.040400,0.078180,-0.052820,0.044401,0.086146,-0.026879,0.002566,0.030851,-0.061236,0.060463
4115,34.291667,0.042589,-0.003336,0.040384,0.078190,-0.052821,0.044356,0.086148,-0.026881,0.002546,0.030847,-0.061231,0.060386
4116,34.300000,0.042593,-0.003332,0.040353,0.078184,-0.052819,0.044374,0.086150,-0.026878,0.002545,0.030854,-0.061237,0.060446
4117,34.308333,0.042582,-0.003332,0.040420,0.078186,-0.052811,0.044364,0.086144,-0.026872,0.002563,0.030853,-0.061235,0.060473
4118,34.316667,0.042586,-0.003329,0.040412,0.078180,-0.052812,0.044383,0.086142,-0.026873,0.002584,0.030851,-0.061234,0.060499
